KeyMineProject,Property Name,Primary Commodity,Commodity Group,List of Owners,List of Royalty Holders,Development Stage,Activity Status,Latitude (degrees),Longitude (degrees),Coordinate Accuracy
26606,Yandan,Gold,Precious Metals,Aeris Resources Limited (Owner) 100%,NA,Reserves Development,Inactive,-21.320000,146.980000,Exact
26607,Inglewood,Gold,Precious Metals,Wilshire Asset Management (Owner) 100%,NA,Operating,Active,-36.551940,143.868060,Exact
26608,Quinns,Gold,Precious Metals,Latitude Consolidated Limited (Owner) 100%; Gazard Investments Pty Ltd (Fractional); Maincoast Pty Ltd. (Fractional),Nuheara Pty Ltd. (NSR) 1.5%; Goldcorp Incorporated (PTR); Unnamed Owner (PTR),Reserves Development,Active,-29.022300,120.506090,Exact
26609,Heathcote,Gold,Precious Metals,NuEnergy Gas Limited (Owner) 100%,Sons of Gwalia Ltd (Royalty) 3%,Closed,Inactive,-37.000000,144.588610,Approximate
26610,Bjorkdal,Gold,Precious Metals,Mandalay Resources Corporation (Owner) 100%,Lundin Mining Corporation (NSR); Unnamed Owner (NSR),Operating,Active,64.933060,20.583330,Exact
26611,Drylands,Gold,Precious Metals,Nautical Petroleum plc (Owner) 100%,NA,Preproduction,Inactive,-26.239170,27.251670,Exact
26612,Santa Gertrudis,Gold,Precious Metals,GoGold Resources Inc. (Owner) 100%,NA,Commissioning,Active,30.662250,-110.557380,Exact
26613,Kaslo,Gold,Precious Metals,Golden Band Resources Inc. (Owner) 100%,NA,Exploration,Inactive,56.179480,-104.130880,Exact
26614,Crooked Green,Gold,Precious Metals,Unnamed Owner (Owner) 100%,Spruce Ridge Resources Limited (NSR) 1%,Target Outline,Inactive,50.033330,-87.950000,Approximate
26615,Bourneix,Gold,Precious Metals,AREVA S.A. (Owner) 100%,NA,Closed,Inactive,45.650000,1.250000,Approximate
26616,Souart,Gold,Precious Metals,Oasis Resources Inc (Owner) 100%,NA,Reserves Development,Inactive,48.916670,-75.916670,Approximate
26617,Cordova,Gold,Precious Metals,Gunnar Gold Inc (Optionee) 75%,NA,Target Outline,Inactive,44.291110,-77.724820,Approximate
26618,Kalum,Gold,Precious Metals,Eagle Plains Resources Limited (Owner) 100%,Private Interest (NSR) 1%,Target Outline,Active,54.806130,-128.926620,Exact
26619,Disentis,Gold,Precious Metals,Link Mineral Ventures Ltd (Optionee) 80%; Narex International Exploration Inc (Optionor) 20%,NA,Target Outline,Inactive,46.682220,8.854440,Approximate
26621,ERPM,Gold,Precious Metals,DRDGold Limited (Owner) 100%,NA,Closed,Rehabilitation,-26.225000,28.220000,Exact
26622,Eersteling,Gold,Precious Metals,Caledonia Mining Corporation Plc (Owner) 96%; Local Interest (Venturer) 4%,NA,Preproduction,Care And Maintenance,-24.121110,29.270830,Exact
26623,Emily,Gold,Precious Metals,NA,NA,Grassroots,Inactive,62.654170,-113.040560,Exact
26624,Sierra Nevada,Gold,Precious Metals,NA,NA,Grassroots,Inactive,39.320280,-119.639440,Approximate
26625,Taylor,Gold,Precious Metals,Kirkland Lake Gold Ltd. (Owner) 100%,Franco-Nevada Corporation (NSR) 1%,Operating,Active,48.566670,-80.613330,Exact
26626,Biron,Gold,Precious Metals,Lumina Gold Corp. (Owner) 100%,NA,Closed,Inactive,-3.440560,-80.177500,Exact
26627,El Hueso,Gold,Precious Metals,Corporación Nacional del Cobre de Chile (Owner) 43.3%; Yamana Gold Inc. (Venture) 56.7%,NA,Closed,Inactive,-26.500290,-69.400050,Exact
26628,Siguiri,Gold,Precious Metals,AngloGold Ashanti Limited (Owner) 85%; Societe Aurifere De Guinee (Owner); Government of Guinea (Carried) 15%,NA,Expansion,Active,11.565220,-9.360320,Exact
26629,Teberebie,Gold,Precious Metals,AngloGold Ashanti Limited (Owner) 100%,NA,Satellite,Active,5.276670,-2.044440,Exact
26630,Gaz Dumps,Gold,Precious Metals,Barak Mineral Resources (Optionor) 50%; Glen Eagle Resources Inc. (Optionee) 26%; PPH Holdings (Optionee) 24%,Private Interest (NPI),Reserves Development,Inactive,-23.294440,30.561940,Exact
26631,Kundana,Gold,Precious Metals,Northern Star Resources Limited (Owner) 100%,NA,Reserves Development,Active,-30.711110,121.231110,Exact
26632,Salave,Gold,Precious Metals,Black Dragon Gold Corp. (Owner) 100%,SPG Royalties Inc. (Royalty),Feasibility,Active,43.565170,-6.916670,Exact
26633,Bodie,Gold,Precious Metals,NA,NA,Reserves Development,Inactive,38.216670,-118.983330,Approximate
26636,Mine Waste Solutions,Gold,Precious Metals,AngloGold Ashanti Limited (Owner) 100%,Franco-Nevada Corporation (Streaming); Sandstorm Gold Ltd. (NSR),Satellite,Active,-26.815000,26.800000,Exact
26637,Nomegold,Gold,Precious Metals,Coastal Mining Co (Venturer) 50%; Giant Bay Resources Ltd (Venturer) 50%; Nome Gold Joint Venture (Venture),NA,Target Outline,Inactive,64.632150,-165.534870,Approximate
26638,Ruby,Gold,Precious Metals,O.T. Mining Corporation (Owner) 100%,NA,Exploration,Active,46.283330,-112.333330,Approximate
26641,Cardinia,Gold,Precious Metals,NA,NA,Reserves Development,NA,-28.798890,121.601110,Exact
26645,Valley,Gold,Precious Metals,High Country Mining and Exploration (Owner) 100%,NA,Target Outline,Inactive,48.596670,-118.934860,Approximate
26649,Wesdome,Gold,Precious Metals,Wesdome Gold Mines Limited (Owner) 100%,NA,Reserves Development,Inactive,48.155830,-77.920310,Exact
26650,Teddy Glacier,Gold,Precious Metals,Jazz Resources Inc. (Owner) 100%,NA,Target Outline,Active,50.868060,-117.747780,Exact
26651,Kasagiminnis,Gold,Precious Metals,Murchison Minerals Ltd. (Optionee) 70%; White Metal Resources Corp. (Optionor) 30%,NA,Reserves Development,Inactive,51.271940,-90.388060,Exact
26652,Give Out Creek,Gold,Precious Metals,Lectus Developments Ltd (Owner) 100%,Claim Owners (NSR) 4%,Target Outline,Inactive,49.436390,-117.342220,Exact
26655,Vezza,Gold,Precious Metals,Maudore Minerals Ltd. (Owner) 100%,Osisko Gold Royalties Ltd. (NPI) 40%; Sunstate International Ltd (NPI) 7.5%; Osisko Gold Royalties Ltd. (NSR) 5%; Agnico Eagle Mines Limited (NSR),Preproduction,Care And Maintenance,49.532900,-77.766710,Exact
26656,Mt McClure,Gold,Precious Metals,Newmont Mining Corporation (Owner) 100%,Franco-Nevada Corporation (NSR) 2%; PJSC Mining and Metallurgical Company Norilsk Nickel (Royalty),Closed,Inactive,-27.416780,120.939950,Exact
26657,Nagambie,Gold,Precious Metals,Nagambie Resources Limited (Owner) 100%,NA,Exploration,Active,-36.793550,145.231050,Exact
26658,Golden Eagle,Gold,Precious Metals,NA,NA,Feasibility,Inactive,-21.188060,27.499970,Exact
26660,Tiblemont Township,Gold,Precious Metals,Saskatchewan Mining Development Corp (Optionee),NA,Target Outline,Inactive,48.083330,-77.266670,Approximate
26661,Magdala,Gold,Precious Metals,NA,NA,Exploration,Inactive,-30.338610,120.789720,Exact
26662,Mt Rawdon,Gold,Precious Metals,Evolution Mining Limited (Owner) 100%,NA,Operating,Active,-25.270000,151.770000,Exact
26663,Snake Well,Gold,Precious Metals,Kalamazoo Resources Limited (Owner) 100%; Minjar Gold Pty Ltd. (Fractional),Atlas Iron Limited (GR),Prefeas/Scoping,Active,-28.009170,115.892720,Exact
26664,Marisa,Gold,Precious Metals,Indo Pacific Resources Inc (Venturer) 80%,NA,Closed,Inactive,0.500000,121.983330,Approximate
26666,Coeur Golden Cross,Gold,Precious Metals,"Coeur Mining, Inc. (Venturer) 80%; Todd Corporation Limited (Venturer) 20%",NA,Closed,Inactive,-37.330000,175.786110,Exact
26667,Richardson Lake,Gold,Precious Metals,AurCrest Gold Inc. (Owner) 100%,Individual (NSR) 2%,Reserves Development,Active,51.492500,-92.368060,Exact
26671,Twin Creeks,Gold,Precious Metals,Newmont Mining Corporation (Owner) 100%,"Royal Gold, Inc. (Royalty) 2%",Satellite,Active,41.258330,-117.168890,Exact
26673,Thirsty Mountain,Gold,Precious Metals,Chevron Resources Co (Owner),NA,Exploration,Inactive,44.340830,-117.024720,Exact
26674,Golden Rule,Gold,Precious Metals,Yanke Machine (Owner),NA,Target Outline,Inactive,45.279100,-115.830400,Best Guess
26675,Princess/Blue Ribbon,Gold,Precious Metals,Precious Metals Technology Inc (Owner) 100%,NA,Preproduction,Inactive,43.460830,-114.543890,Approximate
26676,Ishkoday,Gold,Precious Metals,Laurion Mineral Exploration Inc. (Owner) 100%,NA,Reserves Development,Active,49.749549,-87.773659,Exact
26677,Wind Mountain,Gold,Precious Metals,Bravada Gold Corporation (Owner) 100%,Agnico Eagle Mines Limited (NSR) 2%; Private Interest (NSR),Prefeas/Scoping,Active,40.425790,-119.391780,Exact
26681,Torres-Cedros,Gold,Precious Metals,NA,NA,Satellite,Inactive,21.021410,-101.183410,Exact
26682,Tarcoola,Gold,Precious Metals,NA,NA,Feasibility,Inactive,-30.700000,134.550000,Approximate
26683,Peak Hill,Gold,Precious Metals,Westgold Resources Limited (Owner) 100%; Fe Limited (Carried),Montezuma Mining Company Limited (GR) 1%; Grange Resources Limited (NSR),Prefeas/Scoping,Active,-25.633060,118.733060,Exact
26684,Coolgardie,Gold,Precious Metals,Primary Gold Limited (Owner) 100%,NA,Feasibility Started,Active,-31.009640,121.191320,Exact
26685,Contwoyto,Gold,Precious Metals,North Arrow Minerals Inc. (Owner) 100%,Sandstorm Gold Ltd. (GOR),Exploration,Active,65.724630,-111.164630,Exact
26687,Agusan del Sur,Gold,Precious Metals,Banahaw Mining (Owner) 100%,NA,Preproduction,Inactive,8.250000,126.041670,Approximate
26688,Sleighville,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Target Outline,Inactive,39.463200,-121.023300,Approximate
26689,Highway,Gold,Precious Metals,North Queensland Resources (Venturer) 60%; Pacific Goldmines NL (Venturer) 40%,NA,Closed,Inactive,-20.365420,146.203550,Exact
26690,Pulai,Gold,Precious Metals,Government of the State of Kelantan (Venturer) 51%; Malaysia Mining Corp (Venturer) 49%,NA,Operating,Temporarily On Hold,4.802500,101.933330,Best Guess
26691,Sungai Pergau,Gold,Precious Metals,Government of the State of Kelantan (Venturer) 51%; Malaysia Mining Corp (Venturer) 24.9%; Tronoh Mines Malaysia Berhad (Venturer) 24%,NA,Preproduction,Inactive,5.240350,102.067520,Best Guess
26693,Royal Family,Gold,Precious Metals,NA,NA,Reserves Development,Inactive,-20.253330,29.389930,Approximate
26694,Warroo,Gold,Precious Metals,NA,NA,Target Outline,Inactive,-28.598890,151.441110,Exact
26695,St Arnaud Tailings,Gold,Precious Metals,NA,NA,Target Outline,Inactive,-36.616670,143.283060,Exact
26699,Santa Rosa,Gold,Precious Metals,Vera Gold Corporation (Owner) 100%,NA,Reserves Development,Active,8.338330,-81.236940,Approximate
26700,Shafer,Gold,Precious Metals,Individual (Owner) 100%,NA,Exploration,Inactive,45.335280,-112.905830,Exact
26701,Freda Rebecca,Gold,Precious Metals,Asa Resource Group Plc (Venturer) 85%; Local Interest (Venturer) 15%,NA,Operating,Active,-17.299470,31.297870,Exact
26703,Pan Property,Gold,Precious Metals,Pic Prospectors International Corp (Owner) 100%,NA,Target Outline,Inactive,41.844900,-115.426210,Exact
26704,Apolinario,Gold,Precious Metals,Chilean Mining Co Minera Anita (Owner) 100%,NA,Target Outline,Inactive,-29.969660,-70.186450,Approximate
26706,Esperanza,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Target Outline,Inactive,10.417730,-84.986060,Approximate
26709,Darlot/Granny Smith,Gold,Precious Metals,Gold Fields Limited (Owner) 100%,Franco-Nevada Corporation (NSR) 1%,Operating,Active,-28.811670,122.423060,Exact
26710,San Sebastian,Gold,Precious Metals,Commerce Group Corp. (Venturer) 82.5%; San Sebastian Gold Mines Inc (Venture),Mineral San Sebastian Sa De Cv (NSR) 5%,Reserves Development,Inactive,13.646940,-87.929720,Exact
26712,San Cristobal,Gold,Precious Metals,National Life & Pensions Limited. (Owner) 100%,NA,Closed,Inactive,-23.633330,-70.007220,Approximate
26713,El Indio,Gold,Precious Metals,Barrick Gold Corporation (Venturer) 83%; Local Interest (Venturer) 17%,NA,Closed,Inactive,-29.765830,-69.982780,Exact
26714,Novo Astro,Gold,Precious Metals,NA,NA,Closed,Inactive,2.308330,-51.633330,Exact
26715,Xapetuba,Gold,Precious Metals,Cia Mineracao E Participacoes (Owner) 100%,Kinross Gold Corporation (NPI) 49.6%,Closed,Inactive,-6.189920,-36.244030,Exact
26717,Sunburst Tailings,Gold,Precious Metals,NA,NA,Closed,Inactive,-20.068420,146.275060,Approximate
26718,Renco,Gold,Precious Metals,RioZim Limited (Owner) 100%,NA,Operating,Active,-20.628690,31.161880,Exact
26719,Coronation Hill,Gold,Precious Metals,NA,NA,Closed,Inactive,-13.585830,132.607220,Exact
26720,Fergusson Island,Gold,Precious Metals,Crater Gold Mining Limited (Owner) 100%,NA,Reserves Development,Active,-9.354720,150.492780,Exact
26725,Hislop West,Gold,Precious Metals,NA,Goldpost Resources Inc (NPI),Target Outline,Inactive,48.506670,-80.281940,Exact
26726,Bourlamaque Township,Gold,Precious Metals,Integra Gold Corporation (Owner) 100%,NA,Target Outline,Active,48.070280,-77.737500,Exact
26727,Murchison,Gold,Precious Metals,Silver Lake Resources Limited (Owner) 100%; Musgrave Minerals Limited (Fractional),NA,Operating,Care And Maintenance,-27.494160,118.057010,Exact
26728,Costerfield,Gold,Precious Metals,Mandalay Resources Corporation (Owner) 100%,NA,Operating,Active,-36.874170,144.793890,Exact
26729,Higginsville,Gold,Precious Metals,Westgold Resources Limited (Owner) 100%,Morgan Stanley Group Inc. (NSR) 1.75%; Franco-Nevada Corporation (PTR),Operating,Active,-31.780960,121.763770,Exact
26732,Trout Creek,Gold,Precious Metals,NA,NA,Exploration,Inactive,40.463610,-116.000830,Exact
26733,Eagle Mountain,Gold,Precious Metals,Draco Gold Mines Inc (Optionee); Kaiser Steel Corp (Optionor); Kiewit Mining Group (Optionee),NA,Exploration,Inactive,33.875000,-115.519170,Exact
26734,Beartrack,Gold,Precious Metals,Yamana Gold Inc. (Owner) 100%,NA,Closed,Inactive,45.232000,-114.113000,Exact
26735,Wilson,Gold,Precious Metals,NA,NA,Exploration,Inactive,37.651940,-120.198330,Exact
26736,Nome,Gold,Precious Metals,BHP Billiton Group (Optionee) 60%; Nome Gold Joint Venture (Optionor) 40%,NA,Exploration,Inactive,64.601940,-165.406110,Approximate
26737,Freeman Creek,Gold,Precious Metals,NA,NA,Target Outline,Inactive,45.316390,-113.899720,Approximate
26738,Bidwell Ranch,Gold,Precious Metals,NA,NA,Operating,Inactive,40.416670,-122.066670,Approximate
26739,Zosell,Gold,Precious Metals,Freeport-McMoRan Inc. (Optionee) 60%; Montana Precision Mining Ltd (Optionor) 40%,NA,Exploration,Inactive,46.375000,-112.592500,Exact
26740,Idaho-Maryland,Gold,Precious Metals,Rise Resources Inc. (Owner) 100%,NA,Reserves Development,Active,39.219440,-121.013060,Approximate
26741,Elder Creek,Gold,Precious Metals,Minterra Resource Corp. (Owner) 100%,Kennecott Exploration Company (NSR) 0.5%,Target Outline,Inactive,40.301790,-116.851930,Exact
26742,Baxter,Gold,Precious Metals,NA,NA,Target Outline,Inactive,41.088330,-116.471670,Approximate
26743,Eteke,Gold,Precious Metals,"Managem, Société Anonyme (Owner) 75%; Government of Gabon (Carried) 25%",NA,Reserves Development,Active,-1.500000,11.600000,Approximate
26744,Richardson,Gold,Precious Metals,Northern Empire Resources Corp. (Owner) 100%,Northern Empire Minerals Inc. (NSR) 3%,Target Outline,Active,64.359830,-146.357420,Exact
26745,Fachinal,Gold,Precious Metals,"Coeur Mining, Inc. (Owner) 100%",NA,Closed,Inactive,-46.544660,-71.999980,Exact
26746,Hualcamayo,Gold,Precious Metals,Stager Excavaciones (Owner) 100%,NA,Target Outline,Inactive,-30.058060,-69.696150,Approximate
26747,Target North,Gold,Precious Metals,Harmony Gold Mining Company Limited (Owner) 100%,NA,Satellite,NA,-27.650000,26.733330,Approximate
26748,Bloemhoek/Welgelegen,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Reserves Development,Inactive,-28.176000,26.832000,Exact
26749,Omagh,Gold,Precious Metals,Galantas Gold Corporation (Owner) 100%,Rio Tinto (Royalty),Expansion,Active,54.583060,-7.397220,Exact
26751,Farallon Negro,Gold,Precious Metals,Yacimientos Mineros de Agua de Dionisio (Owner) 100%,NA,Exploration,Inactive,-27.596670,-66.339100,Exact
26752,Los Manantiales,Gold,Precious Metals,Centenera Mining Corporation (Owner) 100%,Stenfield Minera S A (NSR) 1%,Target Outline,Active,-42.024080,-68.984420,Exact
26753,El Bronce de Petorca,Gold,Precious Metals,Private Company (Owner) 100%,Cia Minera El Bronce De Petorca (NSR) 3%,Closed,Inactive,-32.185000,-70.927480,Approximate
26754,Antioquia,Gold,Precious Metals,Mineros S.A. (Owner) 100%,NA,Operating,Active,7.861090,-74.796270,Exact
26755,Segovia Operations,Gold,Precious Metals,Gran Colombia Gold Corporation (Owner) 100%,NA,Expansion,Active,7.070260,-74.704990,Exact
26756,Guainia,Gold,Precious Metals,Sociedad Minera Del Guainia (Owner) 100%,NA,Exploration,Inactive,2.208060,-67.283330,Best Guess
26757,Arakaka,Gold,Precious Metals,Barrick Gold Corporation (Optionee) 65%; Alicanto Minerals Limited (Optionor) 35%; Greenstone Gold Inc. (Fractional),NA,Target Outline,Active,7.565820,-60.038400,Exact
26758,Baramita,Gold,Precious Metals,Canarc Resource Corporation (Owner) 100%,NA,Target Outline,Inactive,7.546390,-60.531140,Approximate
26759,Million Mountain,Gold,Precious Metals,"Sacre-Coeur Minerals, Ltd. (Owner) 100%",Private Interest (NSR) 2%,Limited Production,Active,6.301390,-59.340560,Exact
26760,Rosebel,Gold,Precious Metals,IAMGOLD Corporation (Owner) 95%; Republic of Suriname (Carried) 5%,EURO Ressources SA (Royalty) 10%; Grassalco (Royalty) 2%; Local Interest (Royalty) 0.25%,Operating,Active,5.078890,-55.155560,Exact
26761,Colombia,Gold,Precious Metals,Corporacion Venezolana De Guayana (Owner) 100%,NA,Operating,Temporarily On Hold,7.333060,-61.833330,Best Guess
26762,Macacona,Gold,Precious Metals,Equinox Resources Ltd-defunct (Owner),NA,Closed,Inactive,10.019440,-84.606940,Exact
26763,San Cristobal,Gold,Precious Metals,NA,NA,Closed,Inactive,13.583330,-88.050000,Approximate
26765,Limon,Gold,Precious Metals,B2Gold Corporation (Owner) 95%; Inversiones Mineras S.A. (Carried) 5%,"Royal Gold, Inc. (NSR) 3%; International de Commercial (NPI)",Operating,Active,12.761940,-86.738610,Exact
26766,La India,Gold,Precious Metals,Condor Gold Plc (Owner) 100%,NA,Reserves Development,Inactive,12.771940,-86.318330,Exact
26767,El Topacio,Gold,Precious Metals,Newcrest Mining Limited (Optionee) 75%; Oro Verde Limited (Optionor) 25%; Inversiones Mineras S.A. (Optionor),NA,Reserves Development,Active,12.091430,-84.409430,Exact
26768,Cana,Gold,Precious Metals,Ixtapa (Owner) 100%,Panama Direccion General De Minerales (NSR) 2%,Reserves Development,Inactive,7.492220,-78.078890,Exact
26770,Pueblo Viejo,Gold,Precious Metals,Barrick Gold Corporation (Venturer) 60%; Goldcorp Incorporated (Venturer) 40%,"Royal Gold, Inc. (Streaming)",Operating,Active,18.938610,-70.173890,Exact
26771,Peak,Gold,Precious Metals,New Gold Inc. (Owner) 100%; Lydail Pty Limited (Fractional); Zintoba Pty Ltd (Fractional),NA,Operating,Active,-31.565560,145.875830,Exact
26772,Mt Coolon,Gold,Precious Metals,GBM Resources Limited (Owner) 100%,NA,Prefeas/Scoping,Active,-21.441090,147.388050,Exact
26773,Mt Kasi,Gold,Precious Metals,Newcrest Mining Limited (Owner) 100%,NA,Prefeas/Scoping,Active,-16.764860,179.026270,Exact
26776,Hutti,Gold,Precious Metals,Hutti Gold Mines Ltd (Owner) 100%,NA,Expansion,Active,16.205200,76.644750,Exact
26777,Bengkulu,Gold,Precious Metals,PT Lusang Mining (Owner) 100%,NA,Operating,Inactive,-3.018330,101.897500,Exact
26778,Nurukawa,Gold,Precious Metals,"Dowa Holdings Co., Ltd. (Owner) 100%",NA,Closed,Inactive,40.491940,140.806110,Exact
