MineID	MineName	Owners	Development Stage	Activity Status	Lat	Lon
29817	Billiluna	NA	Target Outline	Inactive	-19.669420	128.427620
29819	Agua Fria	NA	Reserves Development	Inactive	15.141940	-85.687150
29820	Angostura	Eco Oro Minerals Corporation (Owner) 100%	Reserves Development	Active	7.383230	-72.887340
29822	Clunes	NA	Target Outline	Inactive	-37.300000	143.783060
29823	Mizek	Cuprum Holding Limited (Owner) 100%	Closed	Inactive	48.874440	77.416670
29824	Dotswood	Tamaya Resources Ltd. (Owner) 100%	Reserves Development	Inactive	-19.665000	146.373890
29825	Fancamp Gemsbok	NA	Target Outline	Inactive	-25.440000	20.902970
29826	Gunang Mas	PT Juwana Utama Perkasa (Owner) 100%	Target Outline	Inactive	-1.083368	113.511481
29827	Tujang	Private Interest (Owner) 100%	Target Outline	Inactive	-2.234360	115.379360
29828	Huijiabao	NA	Reserves Development	Inactive	25.541210	105.543470
29831	Eureka	Mmakau Mining (Pty.) Ltd. (Owner) 28%	Operating	Care And Maintenance	-16.665830	30.750830
29834	Papandayan	PT Antam (Persero) Tbk (Owner) 100%	Target Outline	Active	-7.365700	107.581540
29839	Mt Crawford South	NA	Target Outline	Inactive	-28.589980	122.409690
29841	Jelai	Asiamet Resources Limited (Owner) 100%	Reserves Development	Temporarily On Hold	3.227220	116.988330
29842	Edie Creek	Niuminco Group Limited (Venturer) 83%; Mincor Resources NL (Venturer) 17%	Operating	Active	-7.363140	146.661640
29844	Wallbrook	Saracen Mineral Holdings Limited (Owner) 100%	Satellite	NA	-29.868060	122.315000
29845	Akulla Oestra	Boliden AB (Owner) 100%	Target Outline	Inactive	64.866110	20.400000
29846	Bell Chambers	NA	Reserves Development	Inactive	-28.605830	118.821290
29848	Portena	NA	Target Outline	Inactive	-26.762780	-69.905000
29851	Increible 14	Billi-Ven Syndicate Inc. (Optionee) 100%; Grupo Villacoa CA (Optionor)	Target Outline	Inactive	7.340280	-61.545590
29855	San Martin	NA	Closed	Inactive	14.698530	-87.097840
29856	Larranganni	NA	Reserves Development	Inactive	-19.588060	128.863060
29858	Gunung Pani	One Asia Resources Ltd. (Owner) 90%	Target Outline	Inactive	0.561670	121.999440
29859	Victoria	Barrick Gold Corporation (Venturer) 70%; Sundust Resources Inc (Venturer) 30%	Reserves Development	Inactive	-11.140000	-76.869320
29860	La Envidia	NA	Target Outline	Inactive	-0.796940	-78.803100
29863	Minaspamba	NA	Target Outline	Inactive	-7.900000	-77.800000
29867	Barama	International Tme Resources Inc (Owner) 100%	Target Outline	Inactive	7.763430	-59.747600
29868	Mangani	PT Antam (Persero) Tbk (Owner) 100%	Target Outline	Inactive	2.660780	99.244380
29869	Maitencillo	NA	NA	Inactive	-30.171870	-71.112590
29870	Natalka	PJSC Polyus (Owner) 100%	Construction Started	Active	61.649720	147.833330
29872	La Horqueta	NA	Target Outline	Inactive	-34.600000	-68.916670
29873	Acari	Dynacor Gold Mines Inc. (Owner) 80%	Advanced Exploration	Inactive	-15.093060	-74.465830
29875	Zopilote	NA	Reserves Development	Inactive	15.300000	-88.183330
29878	Efemcukuru	Eldorado Gold Corporation (Owner) 100%	Operating	Active	38.287960	26.976440
29884	Sanoukou	Great Quest Fertilizer Ltd. (Owner) 95%; Unnamed Owner (Owner) 5%	Exploration	Inactive	12.691212	-11.264815
29885	Aristantau	NA	Feasibility	Inactive	42.112690	64.273270
29886	Balpantau	NA	Reserves Development	Inactive	42.411390	63.792550
29888	Pistaly	H2o Innovation (2000) Inc. (Optionee); Republic of Uzbekistan (Optionor)	Reserves Development	Inactive	42.961240	63.441390
29890	Nokomis Lake	Minnova Corp. (Owner) 100%	Prefeas/Scoping	Active	55.069570	-100.873750
29892	Sahinli	NA	Target Outline	Inactive	38.905280	28.695350
29893	Atkinson	Private Interest (Owner) 100%	Target Outline	Inactive	49.874986	-79.648259
29894	Moyagee	Musgrave Minerals Limited (Optionee) 80%; Silver Lake Resources Limited (Optionor) 20%	Reserves Development	Active	-27.696530	117.832320
29895	Dean Ranch	Martlet Venture Management Ltd (Owner) 96%	Target Outline	Inactive	40.308060	-116.430560
29896	Gold Dust	NA	Target Outline	Inactive	65.418060	-145.478060
29898	MS	"China Nonferrous Metal Mining (Group) Co., Ltd. (Owner) 100%"	Reserves Development	Inactive	31.820560	117.227250
29899	Sungai Raya	"Sphere Resources, Inc. (Owner) 100%"	Reserves Development	Inactive	0.278140	110.799590
29901	Dongbeizhai	Zijin Mining Group Company Limited (Venturer) 51%; Sichuan Bureau of Metallurgical Geol Explo (Venturer) 49%	Reserves Development	Inactive	32.725000	103.556900
29903	Ssh Project	China Gold International Resources Corp. Ltd. (Optionee) 70%	Reserves Development	Inactive	31.058060	113.065030
29904	Caete	Jaguar Mining Inc. (Owner) 100%	Operating	Active	-19.950000	-43.633330
29905	Golconda Canyon	Pallaum Minerals Ltd. (Optionee) 100%	Target Outline	Inactive	40.568890	-117.492780
29906	Chorobal	NA	Target Outline	Inactive	-7.478060	-76.153260
29908	Morning Star	Mantle Mining Corporation Limited (Venturer) 95%; Unnamed Owner (Venturer) 5%; Ample Rise Investment Limited (Fractional)	Limited Production	Active	-37.570310	146.247970
29913	Summit	NA	Target Outline	Inactive	38.960560	-117.324720
29914	Consolidated Murchison	"Heaven-Sent Capital Management Group Co., Ltd. (Venturer) 76.6%; Local Interest (Venturer) 23.4%"	Operating	On Hold Awaiting Financing	-23.898060	30.684170
29917	Winicocha	Andresmin Gold Corp. (Owner) 100%	Reserves Development	Inactive	-14.372220	-71.633330
29918	Seven Treasures	Jet Pacific Investments Ltd. (Owner) 100%	Reserves Development	Inactive	28.300000	113.983330
29920	Antino 1	Nana Resources NV (Owner) 100%	Exploration	Inactive	3.603520	-54.094690
29924	Tayahua	"Minera Frisco, S.A.B. de C.V. (Venturer) 90.2%; Minera Tayahua, S.A. de C.V. (Venturer) 9.8%"	Expansion	Active	24.695880	-101.465790
29927	Unkertash	Rainy Mountain Royalty Corporation (Venturer) 70%; Individual (Venturer) 30%	Reserves Development	Inactive	42.597070	74.685630
29929	Banksa Bela	NA	Target Outline	Inactive	48.836390	19.843470
29932	Tambang Sawah	Local Interest (Venturer) 100%	Reserves Development	Inactive	-3.040490	102.185700
29933	Currie Bowman	NA	Target Outline	Inactive	48.466670	-80.600000
29934	Harvest	NA	Reserves Development	Inactive	-36.814900	143.721500
29935	Burkes Flat	Centennial Mining Limited (Owner) 100%	Reserves Development	Inactive	-36.651257	143.552740
29936	Connemara	First Quantum Minerals Limited (Venturer) 95%; Chase Minerals (Pvt) Ltd (Venturer) 5%	Operating	Care And Maintenance	-19.166670	29.821110
29938	Batangas	Unnamed Owner (Venturer) 90%; Southern Cross Exploration N.L. (Venturer) 10%	Target Outline	Active	13.723330	121.143330
29940	Ishtemberdy	Government of Kyrgyzstan (Owner) 100%	Reserves Development	Inactive	40.674760	73.771080
29941	Kitongo	Rift Valley Resources Limited (Owner) 100%	Prefeas/Scoping	Active	-3.048910	32.874010
29942	Kochkar	Uzhuralzoloto OJSC (Owner) 100%	Operating	Active	54.332220	61.250000
29943	Kurasan	Yuzhuralnickel Nickel Combine Jsc (Mechel) (Owner) 100%	Feasibility	Inactive	55.633330	59.966670
29944	Zimudang	China National Gold Group Corporation (Venturer) 65%; State Government (Venturer) 35%; Guizhou Jinxing Gold Mining Co Ltd (Venture)	Operating	NA	25.566670	105.466670
29946	Longtaushan	China National Gold Group Corporation (Owner) 100%	Limited Production	Active	23.098060	109.604720
29947	Akow Lake	NA	Exploration	Inactive	52.126670	-89.855870
29948	Lorena	Malachite Resources Limited (Owner) 100%; BCD Resources NL (Fractional)	Construction Started	Active	-20.726110	140.636110
29949	Angren	Almalyk Mining and Metals Combine (Owner) 100%; Angren Gold Co (Venture)	Expansion	Active	41.033060	70.150000
29950	Castlemaine	LionGold Corp. Limited (Owner) 100%	Target Outline	Active	-37.111390	144.216670
29951	Montemor	Colt Resources Inc. (Owner) 100%	Reserves Development	Active	38.534720	-8.102500
29952	Geko	Kingston Resources Limited (Owner) 100%	Reserves Development	Active	-30.866940	120.900000
29953	San Jose de Gracia	"DynaResource, Inc. (Owner) 100%"	Limited Production	Active	26.150000	-107.883330
29954	Douay Main	Aurvista Gold Corporation (Owner) 100%	Reserves Development	Inactive	49.531670	-78.103060
29955	Ligneris	Société d'Exploration Minière Vior Inc. (Owner) 100%	Exploration	Inactive	48.995122	-78.466144
29956	Kunanalling	Evolution Mining Limited (Owner) 100%	Advanced Exploration	Active	-30.749028	121.138830
29957	Kamchatka	Kamchatka Resources (Owner) 100%	Reserves Development	Active	52.542400	158.278710
29959	Wandoo	Wandoo Tenements Pty Ltd. (Owner) 100%	Target Outline	Active	-17.190152	144.176096
29960	Tarnagulla	LionGold Corp. Limited (Owner) 100%	Reserves Development	Active	-36.767332	143.855897
29961	Rio Blanco	Private Interest (Owner) 100%	Feasibility	Temporarily On Hold	-2.839460	-79.373920
29962	Turk-Angelus	New Dawn Mining Corp. (Owner) 100%	Operating	NA	-19.716670	28.791670
29963	Golden Cities	Zijin Mining Group Company Limited (Owner) 100%	Satellite	Active	-30.404610	121.396820
29964	Buhemba	Manjaro Resources Pty Ltd (Optionee) 80%; Stamico (Government of Tanzania) (Carried) 20%	Reserves Development	Active	-1.783330	34.100000
29966	Midwinter	NA	Closed	Inactive	-18.183330	30.050000
29967	Olimpiada	PJSC Polyus (Owner) 100%	Expansion	Active	59.872500	92.913330
29968	14 Mile Well	Private Interest (Owner) 50%	Target Outline	Inactive	-28.940440	121.971600
29969	Croydon	Crater Gold Mining Limited (Owner) 100%	Target Outline	Active	-18.140660	142.223278
29970	Emperor's Delight	NA	Target Outline	Inactive	40.720000	117.487230
29971	Crystal Valley	NA	Reserves Development	Inactive	40.913890	116.423610
29972	Stone Lake	NA	Reserves Development	Inactive	38.730780	113.849260
29974	Ximena	NA	Target Outline	Inactive	-1.087500	-79.255520
29975	Putussibau	PT Antam (Persero) Tbk (Venturer) 20%; Local Interest (Venturer) 2.5%	Target Outline	Inactive	0.766670	112.899880
29976	Choluteca	Newmont Mining Corporation (Venturer) 50%; Unnamed Owner (Venturer) 50%	Target Outline	Active	13.324290	-86.916900
29977	Lipichi	Black Isle Resources Corporation (Owner) 100%	Reserves Development	Inactive	-15.709600	-68.611903
29981	Aurex	Victoria Gold Corp. (Owner) 100%	Target Outline	Inactive	63.845049	-135.600585
29983	Avoca	Sedimentary Holdings Ltd (Owner) 100%	Closed	Inactive	-37.191940	143.421940
29985	Savoyardy	NewGeo Technology LLC (Owner) 100%	Prefeas/Scoping	Inactive	40.141630	74.398940
29987	Forster	Sedimentary Holdings Ltd (Owner) 100%	Reserves Development	Inactive	-43.048890	146.733890
29992	San Dimas	Primero Mining Corp. (Owner) 100%	Expansion	Temporarily On Hold	24.111670	-105.921940
29993	Dongtongyu	Zhongjin Gold Corporation Limited (Owner) 100%	Operating	Active	34.398530	110.199480
29994	Trairao	"Geomin, S.A (Owner) 100%"	Target Outline	Inactive	-9.870610	-55.674760
29996	North Ashanti Project	Ashanti Sankofa Inc. (Owner) 90%; Government of Ghana (Carried) 10%	Reserves Development	Active	6.533330	-1.283330
29999	JDN	Coral Gold Resources Limited (Owner) 100%	Exploration	Inactive	40.358370	-116.695900
30000	Castle	Columbus Gold Corporation (Optionee) 100%; Platoro West Incorporated (Optionor)	Target Outline	Active	38.083330	-117.983330
30001	Subriso	Local Interest (Owner) 100%	Exploration	Inactive	5.100000	-1.834610
30002	Dadieso	NA	Exploration	Inactive	5.856470	-2.007510
30003	Gaspar	KWG Resources Inc. (Optionee)	Target Outline	Inactive	21.775540	-78.500990
30006	Edna Beryl	NA	Reserves Development	Inactive	-19.311110	134.205000
30009	Worcester	Vantage Goldfields Limited (Venturer) 74%; Black Economic Empowerment (Venturer) 26%	Prefeas/Scoping	Active	-25.767220	31.032750
30011	Santo Domingo	Cooperativa de Pequenos Mineros de Santo Domingo R.L. (Owner) 100%	Exploration	Inactive	12.269910	-85.085320
30012	Los Cocos	NA	Exploration	Inactive	21.265280	-100.035830
30013	Las Minas	Source Exploration Corp. (Optionee) 100%; Unnamed Owner (Optionor)	Target Outline	Active	19.685140	-97.145500
30015	Tartaruga	Beadell Resources Limited (Owner) 100%	Satellite	Active	1.480000	-50.902000
30017	Ofelia	NA	Target Outline	Inactive	30.466670	-110.800000
30018	Tanahill	Abitibi Mining Corp. (Owner) 50%; Sedex Mining Corp. (Owner) 50%	Target Outline	Inactive	48.150000	-80.060830
30020	Akoko	Castle Minerals Limited (Owner) 90%; Government of Ghana (Carried) 10%	Reserves Development	Active	5.062170	-2.133950
30022	Skouries	Eldorado Gold Corporation (Venturer) 95%; Aktor SA (Venturer) 5%; Hellas Gold S.A. (Venture)	Construction Started	Active	40.472880	23.702920
30024	Pinnacles	Nexus Minerals Limited (Owner) 100%	Reserves Development	Active	-30.274750	122.365670
30027	Candamena	Fresnillo Plc (Owner) 100%	Prefeas/Scoping	Active	28.033890	-108.303610
30028	East Durango	Prominex Resource Corporation (Optionee) 60%; Red Tiger Mining Inc. (Optionor) 40%	Target Outline	Inactive	24.021110	-104.171410
30032	Siberia	Eastern Goldfields Limited (Owner) 100%	Target Outline	Active	-30.220000	120.954510
30033	San Nicolas	Ecometals Ltd. (Optionee) 80%; Minera San Nicolas (Optionor) 20%	Reserves Development	Inactive	-6.750000	-78.633000
30035	Jessup	Rye Patch Gold Corp. (Owner) 100%	Reserves Development	Active	39.946670	-118.879170
30036	Sierra De Las Minas	NA	Target Outline	Inactive	-31.893060	-66.288950
30037	Northern Properties	NA	Target Outline	Inactive	-28.695730	-69.563350
30038	Dubrava	Case Resources Inc (Venturer) 75%; Government of Slovakia (Venturer) 25%; First Canadian-Slovak Mining Co Ltd (Venture)	Reserves Development	Inactive	48.891970	19.631090
30039	Koulbaga	NA	Target Outline	Inactive	13.900000	1.166670
30040	Riyadh	Golden Star Resources Limited (Owner) 70%; Government of Ghana (Owner) 10%	Reserves Development	Inactive	7.349440	-0.714600
30042	La Mestiza	B2Gold Corporation (Owner) 100%	Target Outline	Active	12.234080	-85.200640
30043	Table Mountain	Newhawk Gold Mines Ltd. (Silver Standard) (Owner)	Exploration	Inactive	40.463890	-117.606110
30046	Barun-Kholba	Zun Khada JSC (Owner) 100%	Operating	Inactive	52.200000	100.916670
30047	Troitsky	Irgiredmet (Owner) 100%	Reserves Development	Inactive	54.416670	113.416670
30048	Fekola	B2Gold Corporation (Owner) 90%; Republic of Mali (Carried) 10%	Construction Started	Active	12.541000	-11.373000
30049	Boorara	MacPhersons Resources Limited (Owner) 100%	Feasibility Started	Active	-30.801000	121.639000
30050	Tunkillia	WPG Resources Limited (Owner) 100%	Feasibility Started	Active	-31.195500	134.743140
30051	Campbelltown	Centennial Mining Limited (Owner) 100%	Target Outline	Inactive	-37.208890	143.986110
30052	Coricancha	Nyrstar N.V. (Owner) 100%	Operating	Care And Maintenance	-11.792000	-76.302000
30054	Yandal	Maximus Resources Limited (Owner) 100%	Reserves Development	Temporarily On Hold	-26.823120	120.792360
30055	Hakes Find	Sihayo Gold Limited (Venturer) 75%; Bellriver Pty Ltd (Venturer) 25%	Reserves Development	Inactive	-31.320000	119.358890
30060	Tardan	Auriant Mining AB (Owner) 100%	Operating	Active	51.698890	95.310400
30061	El Norteno	Athlone Energy Ltd (Owner) 100%	Target Outline	Inactive	-17.383060	-69.050000
30062	Tuvatu	Lion One Metals Limited (Owner) 100%	Prefeas/Scoping	Active	-17.720830	177.572270
30063	Las Coloradas	Timmins Gold Corp. (Owner) 100%	Reserves Development	Inactive	23.978890	-104.645700
30064	Canagau	Ben Nevis Resources Inc. (Owner) 100%	Exploration	Inactive	48.361670	-79.719440
30065	Juruena	Crusader Resources Limited (Owner) 100%	Prefeas/Scoping	Active	-9.141670	-58.558890
30068	Thunder Creek	Tahoe Resources Inc. (Owner) 100%	Satellite	Active	48.366420	-81.535820
30072	Diente Verde	NA	Exploration	Inactive	-33.425560	-66.137100
30076	Catamayo	Gungnir Resources Inc. (Owner) 100%	Feasibility	Inactive	-3.854170	-79.614570
30077	Cerro Gordo	Fortuna Silver Mines Inc. (Optionor) 50%	Exploration	Inactive	-24.951670	-66.676220
30078	Hercules	"Iconic Minerals Ltd. (Optionee) 100%; MinQuest, Inc. (Optionor); Shale Oil International Inc. (Optionor)"	Reserves Development	Active	39.229170	-119.458330
30080	Cripple Creek Venture	Yellow Eagle Mining Inc (Owner) 100%	Closed	Inactive	64.833060	-147.998890
30082	Zhu Yang	Netseers Internet International Corp (Owner); Prima Mining (Optionee)	Exploration	Inactive	34.483060	110.666670
30083	Kilgore	Otis Gold Corporation (Owner) 100%	Reserves Development	Active	44.430260	-111.997320
30085	Khau Au	NA	Target Outline	Inactive	22.161010	105.849880
30086	La Carolina	NA	Exploration	Inactive	-32.816670	-66.025560
30087	Boton de Oro	Copec (Owner) 100%	Target Outline	Inactive	-32.276390	-70.880010
30089	Durham-McEwen	NA	Exploration	Inactive	50.128060	-93.604140
30090	Strebe	Deep-South Resources Inc. (Optionee) 100%; Unnamed Owner (Optionor)	Target Outline	Inactive	49.968890	-117.652500
30091	Los Azules	NA	Target Outline	Inactive	26.807780	-105.924720
30092	Takatu	NA	Target Outline	Inactive	7.949170	-59.343970
30093	Quitovac	"Silver Scott Mines, Inc. (Owner) 100%"	Reserves Development	Active	31.491420	-112.767510
30095	LG-3	Sirios Resources Inc. (Optionee) 100%	Exploration	Inactive	53.727220	-75.998580
30096	Jampang	Local Interest (Owner) 100%	Reserves Development	Active	-7.102350	106.586190
30100	Apache	NA	Exploration	Inactive	31.474520	-109.995730
30101	Guadalupe	Sierra Nevada Gold Ltd (Owner) 100%	Target Outline	Inactive	31.196110	-106.201880
30102	Pampe	Golden Star Resources Limited (Owner) 90%; Government of Ghana (Owner) 10%	Satellite	NA	5.658890	-2.145000
30103	Silobela	Reunion Mining Plc (Owner) 100%	Target Outline	Inactive	-18.987210	29.297340
30105	Akbakai	JSC AK Altynalmas (Owner) 100%	Operating	Active	45.118060	72.670560
30106	Caliente	Scorpio Gold Corporation (Owner) 100%	Exploration	Inactive	37.616940	-114.519170
30108	Tuanjigou	Unnamed Owner (Owner)	Operating	Inactive	45.909170	126.755640
30109	Elnichny	Ross Zoloto (Owner) 100%	Prefeas/Scoping	Inactive	53.133330	127.466670
30114	Kossa	Taruga Gold Limited (Owner) 100%	Reserves Development	Active	14.583860	0.219430
30115	Jinfeng	China National Gold Group Corporation (Owner) 100%	Operating	Active	25.148420	105.870680
30116	Noni	VIY Management (Owner) 100%	Reserves Development	Active	49.683330	133.200000
30117	Nancha	Stylus Energy Inc. (Optionee) 75%	Reserves Development	Inactive	41.668060	126.334720
30118	Bethania	"Monterrico Metals Plc (Owner) 100%; Tongling Nonferrous Metals Group Holding Co., Ltd (Owner); Xiamen C and D Inc (Owner); Zijin Mining Group Company Limited (Owner)"	Target Outline	Inactive	-12.644361	-75.543099
30119	Akweskwa	NA	Target Outline	Inactive	48.140670	-81.913750
30120	Sunset Well	Hammer Metals Limited (Owner) 100%	Reserves Development	Active	-28.861720	121.419280
30121	Step Lively	Private Interest (Optionor); Viceroy Exploration Ltd (Carried) 30%	Reserves Development	Inactive	-18.748060	29.243860
30128	Tavt	Yakutalmaz (Optionee)	Reserves Development	Inactive	46.303890	101.118200
30129	Gazar	Java Gold Corp. (Owner) 100%	Operating	Inactive	48.918330	105.370560
30131	Van Norman	NA	Target Outline	Inactive	41.616670	-115.766670
30132	Copacabana	NA	Target Outline	Inactive	-21.693070	-65.710170
30133	Arrozal	NA	Exploration	Inactive	-16.233330	-56.583560
30134	San Francisco de Yoquivo	Lions Gate Metals Inc. (Venturer) 50%; Private Interest (Venturer) 50%	Reserves Development	Inactive	28.832780	-106.139150
30135	Arroyo Nuevo	NA	Exploration	Inactive	-37.283330	-70.666670
30136	Gadzema	Grayfox Investments (Pvt) Ltd (Venturer) 50%; Vast Resources PLC (Venturer) 50%	Reserves Development	On Hold Awaiting Financing	-18.076000	30.152050
30137	Kodieran	Sodinaf-Mali (Owner) 80%; Republic of Mali (Owner) 20%	Operating	Care And Maintenance	10.816670	-7.983330
30138	El Porvenir	"Minera Frisco, S.A.B. de C.V. (Owner) 100%"	Operating	Active	22.231940	-102.105280
30139	Coco Mina	Industrias Amalgamadas SA (Optionee) 75%; Central Minera Corp. (Optionor) 25%	Target Outline	Inactive	13.143060	-85.331470
30140	Monserrat	NA	Target Outline	Inactive	13.935280	-86.842220
30144	El Alamo	NA	Target Outline	Inactive	32.347780	-115.892210
30145	El Plateado	NA	Exploration	Inactive	-4.900560	-78.984440
30147	Esperanza	Lyon Lake Mines Ltd. (Optionee) 100%; Private Interest (Optionor)	Target Outline	Inactive	10.943820	-84.432270
30150	Cahuilla	Teras Resources Inc. (Owner) 100%	Reserves Development	Active	33.366670	-116.066670
30152	Resguardo	Fremont Gold Corp. (Owner) 100%	NA	Inactive	-27.386670	-69.322080
30157	Fernhill	Wytomic Ltd. (Optionor) 68%; Base Metals Exploration NL (Optionee) 32%	Reserves Development	Inactive	-20.302780	164.258060
30163	Ida	Eastern Goldfields Limited (Owner) 100%	Satellite	NA	-30.495000	120.662000
30164	San Felipe	"Minera Frisco, S.A.B. de C.V. (Owner) 100%"	Operating	Active	31.588000	-115.122000
30166	Mission	Shasta Gold Corp (Owner) 100%	Target Outline	Inactive	34.000000	-115.683060
30169	Nymbool	Avira Energy Limited (Venturer) 89.48%; Unnamed Owner (Venturer) 10.52%	Reserves Development	Active	-17.630620	145.040160
30170	Yarrol	Avira Energy Limited (Venturer) 89.48%; Unnamed Owner (Venturer) 10.52%	Reserves Development	Active	-24.995360	151.357490
30172	Camaguey	Unigold Inc. (Venturer) 50%; Union Geologo-Minera De Cuba (Venturer) 50%	Reserves Development	Inactive	21.306940	-77.316110
30173	Tres Cruces	Barrick Gold Corporation (Optionee) 70%; New Oroperu Resources Inc. (Optionor) 30%	Reserves Development	Active	-8.033330	-78.266670
30174	Vatsa	Valencia Ventures Inc. (Owner) 100%	Reserves Development	Inactive	61.906230	25.826990
30175	Meghradzor	GeoProMining Ltd. (Owner) 100%	Closed	Inactive	40.517510	44.783670
30176	El Chanate	Alamos Gold Inc. (Owner) 100%	Operating	Active	30.795480	-111.923310
30177	Nighthawk Lake	Goldcorp Incorporated (Owner) 100%	Target Outline	Active	48.509890	-80.993520
30178	White Caps	Coronet Metals Inc. (Owner) 100%	Reserves Development	Active	38.520280	-117.051520
30179	Harker-Holloway	Kirkland Lake Gold Ltd. (Owner) 100%	Exploration	Inactive	48.521940	-79.747500
30182	Gum Creek	NA	Reserves Development	Inactive	-27.398200	119.538400
30183	Golden Gate	NA	Target Outline	Inactive	-27.368440	117.802070
30184	Rio Nueva	Bravo Resources Partners Ltd (Venturer); Minera Rio de Oro de Osa SA (Venturer)	NA	Inactive	8.515000	-83.348610
30185	Wild Mick	First Quantum Minerals Limited (Owner) 100%	Exploration	Inactive	-19.605000	30.001940
30186	Sipan	Compania Minera Sipan (Owner) 100%	NA	Inactive	-6.922500	-78.786940
30187	Sotrapmag	Golden Star Resources Limited (Owner) 100%	Closed	Inactive	4.735280	-53.958330
30188	Ares	Hochschild Mining Plc (Owner) 100%	Reserves Development	Active	-15.251390	-72.334720
30191	Yilgarn Extension	NA	Target Outline	Inactive	-32.836670	121.779920
30192	Wheeler Lake	Hidden Lake Gold Mines Ltd (Owner) 100%	Target Outline	Inactive	62.938060	-114.331450
30193	Maquinchao	Unnamed Owner (Owner) 100%	Target Outline	Inactive	-40.949440	-67.958060
30194	Vinto	Empresa Minera Unificada SA (Owner) 100%	Reserves Development	Inactive	-18.020280	-67.110730
30196	Chaka	Placer Dome Inc (Barrick Gold) (Optionee) 100%; Private Interest (Optionor)	Reserves Development	Inactive	-18.263890	28.639450
30199	Archangel	Red Mountain Mining Limited (Owner) 100%	Reserves Development	Active	13.622500	121.301940
30200	Sega	Perseus Mining Limited (Owner) 90%; Government of Burkina Faso (Carried) 10%	Closed	Rehabilitation	13.291943	-2.046298
30202	Gold River	NA	Exploration	Inactive	44.574440	-64.331670
30203	Auriginor-Procoloro	Allican Resources Inc. (Venturer) 50%; Auriginor Exploration Inc. (Venturer) 50%	NA	Inactive	8.499170	-82.098930
30204	Conga	Newmont Mining Corporation (Venture) 51.35%; Compañía de Minas Buenaventura S.A.A. (Venture) 43.65%; International Finance Corporation (Venture) 5%	Preproduction	Inactive	-6.913280	-78.378560
30206	La Coipita	Unnamed Owner (Owner) 100%	Target Outline	Inactive	-30.719310	-69.654580
30207	Staghorn	Benton Resources Inc. (Optionee) 70%; Metals Creek Resources Corporation (Optionor) 30%	Target Outline	Active	48.160885	-57.797485
30208	Faille-B	Developpement Minier Durable Haiti S.A. (Owner) 62%; Private Interest (Owner) 23%; Majescor Resources Inc. (Owner) 15%	Reserves Development	Active	19.568610	-71.970420
30209	Crixas	Clampett Energy Ltd (Owner) 100%	Target Outline	Inactive	-14.575000	-49.967000
30213	Conchaturio	NA	Target Outline	Inactive	-12.985710	-73.749900
30214	Anta	NA	Reserves Development	Inactive	-9.568890	-75.556550
30215	Culebrillas	Montan Mining Corp. (Owner) 100%	Target Outline	Inactive	-8.917910	-77.915910
30217	Lady	Cathedral Energy Services Ltd. (Owner) 100%	Exploration	Inactive	13.766670	-87.216390
30219	Pimsa	Pimsa (Owner) 100%	NA	Inactive	28.952420	-110.797460
30221	Moss	Northern Vertex Mining Corp. (Owner) 100%	Construction Planned	Active	35.100000	-114.447780
30222	Ding-Ma	State Government (Owner)	Reserves Development	Inactive	33.333060	109.500000
30224	Gualcamayo	Yamana Gold Inc. (Owner) 100%	Operating	Active	-29.720000	-68.629000
30225	Toscon Valley	Java Gold Corp. (Owner) 100%	Reserves Development	Inactive	46.969440	99.042780
30226	Snowstorm	NA	Exploration	Inactive	41.293330	-116.235000
30228	Suitcase-Mineral Hill	NA	Target Outline	Inactive	36.181110	-116.947220
30230	Idaho	"Premium Exploration, Inc. (Owner) 100%"	Reserves Development	Active	45.800680	-115.496970
30231	Wyldsdale	NA	Reserves Development	Inactive	-25.947620	31.214860
30233	Ulu Sokor	CNMC Goldmine Holdings Limited (Venturer) 81%; Government of Malaysia (Venturer) 10%; Private Interest (Venturer) 9%	Operating	Active	5.563680	102.004910
30236	Tingi Valley	Anglo American Plc (Optionee) 80%; Triarx Gold Corp (Optionor) 20%	Target Outline	Inactive	-6.314440	144.205560
30240	Section 12	NA	Target Outline	Inactive	40.771360	-116.027960
30246	Panizos Caldera	NA	Exploration	Inactive	-22.130150	-66.706340
30248	Santa Maria	Brazilian Resources Inc. (Optionee) 70%; Local Interest (Optionor) 30%	Reserves Development	Inactive	0.401730	-51.745490
30250	Apredor	NA	Target Outline	Inactive	10.328330	-9.180590
30251	El Paisnal	NA	Exploration	Inactive	13.972580	-89.199190
30256	El Guayabo	NA	Target Outline	Inactive	-3.700000	-79.616670
30257	Marcia	NA	Target Outline	Inactive	-3.267500	-79.728890
30262	Arroyo Verde	Marifil Mines Limited (Optionee) 100%; Unnamed Owner (Optionor)	Reserves Development	Active	-42.020420	-65.347460
30266	Nambija	Canuc Resources Corporation (Owner) 85%	Reserves Development	Inactive	-4.065000	-78.783060
30269	Bonte	Bonte Gold Mines Ltd (Owner) 100%	Closed	Inactive	6.486110	-1.806940
30274	Sierra Madre North	Anglo American Plc (Optionee) 80%; TVI Pacific Inc. (Optionor) 20%	Exploration	Inactive	17.035560	122.137220
30275	Atok Big Wedge	NA	Reserves Development	Inactive	16.379980	120.646870
30276	El Correo	NA	Target Outline	Inactive	31.214690	-111.186700
30278	United Cangalli	NA	Closed	Inactive	-15.850000	-67.483330
