MineID	MineName	Owners	Development Stage	Activity Status	Lat	Lon
55668	Humboldt	Unnamed Owner (Owner) 100%	Grassroots	Inactive	40.968980	-117.684990
55673	Hunter	Unnamed Owner (Owner) 100%	Grassroots	Inactive	47.983300	-79.816600
55675	Muddawerrie	Zebina Minerals Pty Ltd (Owner) 100%	Exploration	Active	-25.791600	118.008300
55680	805 Jiaodong	Unnamed Owner (Owner)	Grassroots	Inactive	37.283600	120.104300
55681	824 Jiaodong	Unnamed Owner (Owner)	Grassroots	Inactive	37.065500	122.119800
55682	825 Jiaodong	Unnamed Owner (Owner)	Grassroots	Inactive	37.097400	122.207200
55683	832 Jiaodong	Unnamed Owner (Owner)	Grassroots	Inactive	37.263500	122.348800
55684	833 Jiaodong	Unnamed Owner (Owner)	Grassroots	Inactive	37.298000	122.436400
55685	Sichuan	SASAC of Sichuan Province (Owner) 100%	Grassroots	Inactive	30.887000	103.318000
55686	Northeast Ogden	NA	Exploration	Inactive	48.423400	-81.377400
55687	Cascade	Jasper Mining Corporation (Owner) 100%	Grassroots	Inactive	50.372010	-117.112500
55688	Churchill	Shear Diamonds Ltd. (Owner) 100%	Exploration	Inactive	63.404740	-91.228020
55697	Polski Gradets	TEG Services Holding Inc. (Owner) 100%	Grassroots	Inactive	42.197640	26.115170
55699	La Sarita	Argentine Frontier Resources Inc (Owner) 100%	Grassroots	Inactive	-24.225030	-67.471690
55700	Addie 2	Dajin Resources Corp. (Owner) 100%	Exploration	Active	52.334000	-120.777000
55702	Jake	"Kaufman, Mo (Owner) 100%"	Exploration	Inactive	51.643500	-120.227500
55703	Anoling	"Cosco Capital, Inc. (Owner) 100%"	Advanced Exploration	Inactive	8.344000	126.040000
55709	Black Velvet	Unnamed Owner (Owner) 100%	Exploration	Inactive	40.225000	-118.800000
55712	Weelah	NA	Exploration	Inactive	-33.383300	147.258300
55713	Golden Ram	QGX Ltd. (Owner) 100%	Exploration	Inactive	42.969480	106.439970
55714	Copper Springs	QGX Ltd. (Owner) 100%	Grassroots	Inactive	43.349650	107.172640
55717	LeSavage	Private Interest (Owner) 50%; Tudale Explorations Ltd. (Owner) 50%	Exploration	Inactive	51.014000	-95.422000
55718	Michelago	NA	Grassroots	Inactive	-35.850000	149.167000
55719	Connor Creek	Kootenay Silver Inc. (Owner) 100%	Exploration	Inactive	49.415720	-117.504680
55721	La Grande Est	Osisko Gold Royalties Ltd. (Owner) 100%	Exploration	Active	53.456020	-75.227470
55730	Rover	Western Desert Resources Limited (Owner) 80%; TNG Limited (Owner) 20%	Exploration	Active	-20.048000	133.756000
55736	Tsaratananana	Calibra Resource and Engineers S.A.R.L. (Owner) 100%	Exploration	Inactive	-17.251460	46.825500
55737	Iharana	Calibra Resource and Engineers S.A.R.L. (Owner) 100%	Grassroots	Inactive	-13.468000	48.760000
55743	Central Gawler	Tasman Resources Limited (Owner) 100%	Exploration	Inactive	-29.598600	134.151000
55747	Becker	Condor Resources Inc. (Owner) 100%	Exploration	Inactive	-35.231000	-71.847000
55750	Lake Catcha	Atlantic Gold Corporation (Owner) 100%	Exploration	Inactive	44.730200	-63.202060
55753	Amatista	Unnamed Owner (Owner) 100%	Exploration	Inactive	21.200000	-104.850000
55756	Kirkland Lake	Cadillac Ventures Inc. (Owner) 100%	Exploration	Active	48.122000	-80.212000
55757	Sangold	"Kalwea Financial Corp., BV1 (Owner) 100%"	Advanced Exploration	Inactive	48.138800	-82.254000
55758	La Union	Unnamed Owner (Owner) 100%	Grassroots	Inactive	21.227000	-104.902000
55759	Ralston Valley (BX-Claims)	Unnamed Owner (Owner) 100%	Exploration	Inactive	38.290900	-116.950000
55762	Aurora Extension	Sunrise Resources Ltd. (Owner) 100%	Grassroots	Inactive	49.931000	-79.721000
55771	Soras	Compañía de Minas Buenaventura S.A.A. (Owner) 100%	Advanced Exploration	Inactive	-15.269240	-72.456450
55772	Ziggurat	Mexivada Mining Corp. (Owner) 100%	Exploration	Inactive	38.901000	-116.985000
55773	White Star	New Texmont Explorations Ltd. (Owner) 50%; Private Interest (Owner) 50%	Grassroots	Inactive	48.742900	-81.183000
55775	Hilltop	Kiska Metals Corporation (Owner) 100%; Baker Hughes Oilfield Operations Inc. (Owner)	Exploration	Inactive	40.378000	-116.705000
55776	Alto-Gardnar	Unnamed Owner (Owner) 100%	Grassroots	Inactive	49.774000	-92.325000
55783	South Rand Basin	Centurion Gold Holdings Inc. (Owner) 100%	Grassroots	Inactive	-26.742500	28.651960
55785	Hedland	NA	Exploration	Inactive	-20.350000	119.067000
55786	San Luis	Unnamed Owner (Owner) 100%	Exploration	Inactive	-27.373630	-70.349290
55787	Mina El Oro	Yacimientos Mineros Riojanos SA (Owner) 100%	Grassroots	Inactive	-29.074480	-67.733880
55788	High Cordillera	Yacimientos Mineros Riojanos SA (Owner) 100%	Exploration	Inactive	-27.925130	-68.825420
55789	Cucurpe	Private Interest (Owner) 100%	Grassroots	Inactive	30.390000	-110.580000
55791	Normanby	SolGold Plc (Owner) 100%	Exploration	Active	-20.645280	148.286260
55792	Needle Lake	Goldcorp Incorporated (Owner) 100%	Exploration	Active	65.067000	-107.127600
55793	IME	Goldcorp Incorporated (Owner) 100%	Grassroots	Active	65.594000	-90.696000
55794	SY	Unnamed Owner (Owner) 100%	Exploration	Inactive	62.289000	-97.818000
55796	Rio Piranga	Unnamed Owner (Owner) 100%	Grassroots	Inactive	-20.425760	-42.940400
55798	California-Vetas	Mubadala Development Company PJSC (Owner) 100%	Grassroots	Inactive	7.331000	-72.906000
55799	Simmie	Unnamed Owner (Owner) 100%	Grassroots	Inactive	49.961900	-108.281300
55801	Jack Creek	Private Interest (Owner) 100%	Grassroots	Inactive	41.494530	-116.099790
55802	Brock	"Waterton Global Resource Management, Inc. (Owner) 100%"	Grassroots	Inactive	39.200000	-116.500000
55803	Dry Hills	"Waterton Global Resource Management, Inc. (Owner) 100%"	Grassroots	Inactive	40.450000	-116.233300
55804	Golconda	"Waterton Global Resource Management, Inc. (Owner) 100%"	Grassroots	Inactive	40.950000	-117.483300
55805	Horsehoe Basin	"Waterton Global Resource Management, Inc. (Owner) 100%"	Grassroots	Inactive	40.266600	-117.216600
55806	Marr	"Waterton Global Resource Management, Inc. (Owner) 100%"	Grassroots	Inactive	39.966600	-117.266600
55808	South Lone Mountain	Private Interest (Owner) 100%	Grassroots	Inactive	39.383300	-116.183300
55809	Stargo	"Waterton Global Resource Management, Inc. (Owner) 100%"	Grassroots	Inactive	39.000000	-116.466600
55810	Walti	"Waterton Global Resource Management, Inc. (Owner) 100%"	Grassroots	Inactive	39.916600	-116.633300
55811	West Whistler	"Waterton Global Resource Management, Inc. (Owner) 100%"	Grassroots	Inactive	39.600000	-116.100000
55814	Southern Bayankol	Unnamed Owner (Owner) 100%	Grassroots	Inactive	42.600000	79.982000
55815	Golden Snow	Terrace Ventures Inc. (Optionee) 100%; JR Exploration LLC (Owner); Scoonover Exploraton LLC (Owner)	Grassroots	Inactive	39.356810	-115.991940
55817	Blakelock	Tahoe Resources Inc. (Owner) 100%	Exploration	Active	49.467610	-80.193810
55822	Eagle	Unnamed Owner (Owner) 100%	Grassroots	Inactive	59.980000	-135.374000
55823	San Isidro	Marlin Gold Mining Ltd. (Owner) 100%	Exploration	Inactive	22.903000	-105.966000
55824	Surprise Lake	Azzoro Inc. (Owner) 100%	Grassroots	Inactive	59.766600	-133.216600
55826	Lone Ranch	"Starcore International Mines Ltd. (Optionee) 100%; MinQuest, Inc. (Optionor)"	Exploration	Active	48.970000	-118.440000
55828	Skoonka Creek	Unnamed Owner (Owner) 100%	Exploration	Inactive	50.590000	-121.570000
55847	Niquelandia	Lara Exploration Limited (Owner) 100%	Grassroots	Inactive	-14.561400	-48.465580
55848	Fortuna	Hsak Mineracao Ltda (Optionee) 80%; Lara Exploration Limited (Optionor) 20%	Grassroots	Inactive	-5.498100	-39.320520
55851	Mecatona	Camino Minerals Corporation (Owner) 100%	Grassroots	Inactive	26.759000	-105.683000
55856	Redcastle	Kin Mining NL (Owner) 100%	Exploration	Inactive	-28.987000	121.958000
55858	Peregrina	Fresnillo Plc (Owner) 100%	Closed	Care And Maintenance	21.028740	-101.185900
55862	Trout Creek	Unnamed Owner (Owner) 100%	Grassroots	Inactive	41.487620	-118.412770
55865	Chukot	Zoloto Resources Ltd. (Optionee) 75%; Unnamed Owner (Owner) 25%; Chukot Gold ZAO (Optionee)	Grassroots	Inactive	67.627220	-178.106480
55866	Santa Rosa	Argentine Frontier Resources Inc (Owner) 100%	NA	Inactive	-24.666000	-65.833000
55867	Kay	Golden Phoenix (Owner) 100%	Grassroots	Inactive	40.616600	-116.466600
55868	Nevada 22 Placer	Golden Phoenix (Owner) 100%	Grassroots	Inactive	40.551300	-116.725930
55869	Goldwatch	Golden Phoenix (Owner) 100%	Grassroots	Inactive	37.745090	-117.218650
55870	Mule	Golden Phoenix (Owner) 100%	Grassroots	Inactive	40.228300	-116.651850
55871	Agate Pass	JR Exploration LLC (Owner) 100%	Grassroots	Inactive	40.200000	-116.380000
55873	Colina Dorada	Unnamed Owner (Owner) 100%	Grassroots	Inactive	-4.385000	-80.162000
55881	Avoca	GBM Gold Limited (Owner) 100%	Exploration	Inactive	-37.014600	143.373800
55882	Oldham	LionGold Corp. Limited (Owner) 100%	Grassroots	Inactive	44.918300	-63.506800
55883	Cold Springs	Unnamed Owner (Owner) 100%	Exploration	Inactive	39.409090	-117.824700
55885	Spencer	Timberline Resources Corporation (Owner) 100%	Exploration	Active	44.367960	-112.102920
55890	Tajitos	Riverside Resources Inc. (Owner) 100%	Exploration	Active	30.960000	-112.371000
55891	Vernal	Patriot Gold Corporation (Owner) 100%	Grassroots	Active	39.025000	-117.580000
55893	Wine Harbour	Bryn Resources Inc (Owner) 100%	Exploration	Inactive	45.076000	-61.842000
55894	Miller Lake	Unnamed Owner (Owner) 100%	Grassroots	Inactive	44.985000	-62.138000
55897	Getik	Global Gold Corporation (Owner) 100%	Exploration	Active	40.701020	45.251300
55898	Sitkinak	Galaxy Minerals Inc. (Owner) 100%	Grassroots	Inactive	56.540000	-154.200000
55902	Lakeshore	Private Interest (Owner) 100%; Cava Resources Inc. (Venture)	Grassroots	Inactive	48.380000	-81.570000
55908	Santa Isabel	Unnamed Owner (Owner) 100%	NA	Inactive	-4.154380	-56.204600
55909	Sao Joao	Private Interest (Owner) 100%	Exploration	Inactive	-6.302000	-56.411000
55910	Indian Creek-Eureka	Greencastle Resources Limited (Owner) 100%	Exploration	Inactive	40.430000	-116.837000
55912	Cavan-Nord	Private Interest (Owner) 100%	Grassroots	Inactive	49.749950	-75.020050
55922	Cajueiro	Equitas Resources Corp. (Owner) 100%	Construction Planned	Active	-9.337450	-56.583520
55923	Sheep Mountain	Paradigm Ventures Corp. (Owner) 100%	Grassroots	Inactive	32.016700	-108.166700
55925	Taroudant	Office National des Hydrocarbures et des Mines (Owner) 100%	Exploration	Inactive	30.000710	-8.652370
55927	Bearskin Lake	Rio Silver Inc. (Owner) 100%	Grassroots	Inactive	53.723000	-91.795000
55928	Central Otago	Unnamed Owner (Owner) 90%; New Zealand Minerals Limited (Owner) 10%	Exploration	Inactive	-45.126050	169.608370
55932	Laos	NA	Grassroots	Inactive	20.898280	104.167960
55938	Piranhas	Unnamed Owner (Owner) 100%	Grassroots	Inactive	-6.200000	-56.460000
55939	El Alazan	Hunt Mining Corp. (Owner) 100%	Grassroots	Active	-47.430000	-69.850000
55940	El Overo	Hunt Mining Corp. (Owner) 100%	Grassroots	Active	-47.560000	-69.900000
55941	El Gateado	Hunt Mining Corp. (Owner) 100%	Exploration	Active	-47.850000	-69.180000
55942	Puro Corazon	"Minera Real Victoria, S.A. de C.V. (Owner) 100%"	Exploration	Inactive	24.509500	-104.132730
55943	South Vulture	Private Interest (Owner) 100%	Grassroots	Inactive	33.800000	-112.850000
55949	Chillimayo	Unnamed Owner (Owner) 100%	NA	Inactive	-13.552160	-72.017080
55950	Prospect Creek	ActivEX Limited (Owner) 100%	Exploration	Active	-24.613500	150.319000
55954	Iramba-Sekenke	Sekenke Resources Ltd (Owner) 100%	Exploration	Inactive	-4.418160	34.613320
55956	San Jose	Golden Arrow Resources Corporation (Owner) 100%	Exploration	Inactive	-22.389000	-66.302000
55959	La Cien	Riverside Resources Inc. (Owner) 100%	Grassroots	Inactive	30.150000	-111.963000
55960	South Sleeper	Matco Investments Ltd (Owner) 100%	Exploration	Inactive	41.291000	-118.078000
55961	Cayhua	Unnamed Owner (Owner) 100%	Grassroots	Inactive	-12.564000	-75.549000
55963	Raven River	Globex Mining Enterprises Inc. (Owner) 100%	Advanced Exploration	Active	48.107000	-79.716700
55964	Comtois	Unnamed Owner (Owner) 100%	Grassroots	Inactive	49.130000	-77.250000
55965	Kirkland-Wright	Unnamed Owner (Owner) 100%	Exploration	Inactive	48.092000	-79.603000
55969	Cethana	Southern Ocean Science Pty Limited (Owner) 100%	Exploration	Inactive	-41.524000	146.132000
55978	Condor	Unnamed Owner (Owner) 100%	NA	Inactive	-14.841000	-74.941000
55979	Cerro Negro	Unnamed Owner (Owner) 100%	Grassroots	Inactive	-29.070000	-67.680000
55982	Dongappu	Xihua Minerals Exploration Ltd. (Owner) 100%	Exploration	Inactive	29.365000	88.429000
55983	Tangbai	Zhuolangji Minerals Exploration Ltd. (Owner) 100%	Exploration	Inactive	29.365000	88.429000
55985	Prince George	Seel Enterprises Ltd (Owner) 100%	Grassroots	Inactive	53.586000	-123.080000
55987	El Tule	NA	Exploration	Inactive	22.100000	-105.050000
55995	Antubia	NA	Exploration	Inactive	6.360000	-2.880000
55996	Mt McKellar	"Toho Zinc Co., Ltd. (Owner) 100%"	Exploration	Inactive	-32.482000	146.199000
56000	Mawson Skellefte	Botnia Exploration Holding AB (Owner) 100%	Exploration	Inactive	65.000000	19.500000
56001	Banso	Castle Minerals Limited (Owner) 100%	Exploration	Inactive	6.392000	-1.232000
56002	Bondaye	Castle Minerals Limited (Owner) 90%; Government of Ghana (Carried) 10%	Grassroots	Active	5.330000	-2.145000
56006	Apical	Medusa Mining Limited (Optionee) 70%; Mindoro Resources Limited (Optionor); Unnamed Owner (Optionor)	Exploration	Active	8.508000	126.028000
56007	El Nuevo Magistral	"Piamienta, Felipe Eduardo Lizarraga (Owner) 100%"	Prefeas/Scoping	Inactive	23.072420	-105.516740
56009	Vila de Rei	MedGold Resources Corporation (Optionee) 100%; Governo da República Portuguesa (Optionor)	Grassroots	Active	39.684000	-8.226000
56011	Precambrian	Unnamed Owner (Owner) 100%	Exploration	Inactive	-15.382420	-61.280370
56013	Isesa	Tembo Gold Corporation (Owner) 100%	Grassroots	Inactive	-2.937860	32.833150
56014	San Juan	Petaquilla Minerals Limited (Owner) 100%	Grassroots	Inactive	8.862000	-80.680000
56015	Incahuasi	Unnamed Owner (Owner) 100%	Exploration	Inactive	-25.429000	-67.184000
56019	Golden Knight	Antoro Resources Inc. (Owner) 100%	Grassroots	Inactive	49.470000	-79.300000
56027	Santa Cristina	Santa Cristina de Chorobal S.A. Mining Company (Owner) 100%	Grassroots	Inactive	-8.415870	-78.513400
56028	Los Suenos	Unnamed Owner (Owner) 100%	Grassroots	Inactive	-16.128470	-56.491680
56029	Glen	Sinosteel Corporation (Owner) 100%	Grassroots	Inactive	-27.025000	117.489000
56031	Lar Add	Unnamed Owner (Owner) 100%	Grassroots	Inactive	48.080000	-79.780000
56035	Malone	Evolving Gold Corporation (Owner) 100%	Exploration	Inactive	32.541000	-108.516100
56038	Mission Mine	TKM Corporation (Owner) 100%	NA	Inactive	33.686000	-115.746000
56040	Incamayo	Cascadero Copper Corporation (Owner) 70%	Exploration	Active	-24.770000	-66.500000
56043	Los Juarez	United States Antimony Corporation (Owner) 100%	Construction Started	Active	20.867680	-99.689850
56046	Erika	NA	Exploration	Inactive	18.049000	-99.620000
56052	GQ	Private Interest (Owner) 100%	Grassroots	Inactive	51.145000	-118.785000
56053	Bissa East	Endeavour Mining Corporation (Owner) 100%	Exploration	Active	13.200000	-1.200000
56054	TAO	Unnamed Owner (Owner) 100%	Exploration	Inactive	14.300000	0.100000
56057	El Dorado	Private Interest (Owner) 100%	Grassroots	Inactive	-23.956000	-67.208000
56058	Golddigger	Private Interest (Owner) 100%	Grassroots	Inactive	62.200000	-149.300000
56069	Ruzina-Stara Halic	Unnamed Owner (Owner) 100%	Grassroots	Inactive	48.399000	19.566000
56070	Horwood	Amador Gold Corp. (Owner) 100%	Exploration	Inactive	48.015000	-82.280000
56076	Laura	NA	Exploration	Inactive	39.930000	-116.800000
56079	Bullabulling South	Zijin Mining Group Company Limited (Owner) 100%	Exploration	Active	-31.108000	121.029000
56081	Otter Lake	NA	Exploration	Inactive	45.439000	-66.619000
56085	Poncho	Kiska Metals Corporation (Owner) 100%	Exploration	Active	38.497000	-117.650000
56087	Gold Hill	BCGold Corporation (Optionee) 100%; Guardsmen Resources Inc (Optionor)	Exploration	Active	59.497000	-134.209000
56090	Milagrito	Private Interest (Owner) 100%	Grassroots	Inactive	-24.741000	-68.415000
56095	Wiagdon Thrust	Perpetual Resources Limited (Owner) 70%; Dakota Minerals Limited (Carried) 30%	Target Outline	Active	-33.029420	149.740860
56096	St Arnaud South	Centennial Mining Limited (Owner) 100%	Grassroots	Inactive	-36.645000	143.265000
56098	Heremakono	Teranga Gold Corporation (Owner) 100%	Target Outline	Active	13.528430	-11.980820
56099	Bambari	AXMIN Inc. (Owner) 100%	Exploration	Active	6.278000	20.561000
56100	N'Golopene	NA	Exploration	Inactive	10.950000	-6.040000
56104	Cretaceous Granite	Jasper Mining Corporation (Owner) 100%	Grassroots	Inactive	49.570776	-116.672963
56105	Renfrew	Bryn Resources Inc (Owner) 100%	Exploration	Inactive	44.985000	-63.658000
56108	Senneville	Rogue Resources Inc. (Owner) 100%	Exploration	Inactive	48.189440	-77.632820
56109	Anderson Lake	Unnamed Owner (Owner) 100%	Grassroots	Inactive	48.672000	-88.767000
56110	Samoa	NA	Grassroots	Inactive	10.836000	-2.704000
56111	Tandic	Plethora Mining Corporation (Owner) 100%	Grassroots	Inactive	7.500000	125.996000
56113	Waihi West	OceanaGold Corporation (Owner) 100%	Target Outline	Active	-37.393000	175.838000
56115	Gaolong	Guangxi Tianlin Gaolong Gold Mine Ltd Co (Owner) 100%	Exploration	Inactive	24.673800	105.804660
56116	Badu	NA	Exploration	Inactive	24.684900	105.817540
56117	Shijia	NA	Grassroots	Inactive	23.914230	106.610910
56118	Shirendao	Unnamed Owner (Owner) 82%; Guangxi Bureau of Geology and Mineral Resources (Owner) 18%	Grassroots	Inactive	24.083000	110.784000
56119	Sanchading	Unnamed Owner (Owner) 82%; Guangxi Bureau of Geology and Mineral Resources (Owner) 18%	Grassroots	Inactive	23.833000	111.000000
56122	Sitakili	Unnamed Owner (Owner) 100%	Exploration	Inactive	13.079000	-11.241000
56123	Old Pinos	Minera Apolo S.A. de C.V. (Owner) 100%	Exploration	Inactive	22.301000	-101.579000
56124	Terri	Unnamed Owner (Owner) 100%	Grassroots	Inactive	47.991010	-79.887520
56125	Crystal Springs	World Ventures Inc. (Optionee) 100%; Private Interest (Optionor)	Grassroots	Inactive	52.850000	-104.790000
56126	Patent	Unnamed Owner (Owner) 100%	Grassroots	Inactive	47.998000	-82.139000
56130	Golden Trail	Peloton Minerals Corporation (Owner) 100%	Target Outline	Active	41.698250	-114.416210
56131	Texas Canyon	Unnamed Owner (Owner) 100%	Grassroots	Inactive	41.716300	-114.498400
56133	Clement	Strike Minerals Incorporated (Owner) 100%	Grassroots	Inactive	48.321000	-84.394000
56134	Holloway 1	Unnamed Owner (Owner) 100%	Grassroots	Inactive	48.480000	-80.060000
56135	Coal Canyon	Alamos Gold Inc. (Owner) 100%	Grassroots	Active	40.100000	-118.383000
56139	Dutch Flat	Columbus Gold Corporation (Owner) 100%	Exploration	Inactive	41.182000	-117.465000
56140	Jonathans Pond	Unnamed Owner (Owner) 100%	Grassroots	Inactive	49.050000	-54.750000
56141	Mt Peyton	Unnamed Owner (Owner) 100%	Exploration	Inactive	48.783300	-54.833300
56142	TCH	Private Interest (Owner) 100%	Grassroots	Inactive	49.216700	-54.866700
56143	Afrodita	Compania Minera Afrodita S.A.C. (Owner) 100%	Exploration	Inactive	-4.019980	-78.546010
56144	Swifts Creek	Rocky Mining Pty Ltd (Owner) 100%	Advanced Exploration	Inactive	-37.239000	147.596000
56146	AVA	American Lithium Corp. (Owner) 100%	Grassroots	Active	51.044000	-120.725000
56147	Humlin	Rubicon Minerals Corporation (Owner) 100%	Grassroots	Inactive	51.066000	-93.932000
56148	El Frontal	Alamos Gold Inc. (Owner) 100%	Advanced Exploration	Inactive	22.254500	-105.106800
56150	Karangi	Australia United Mining Limited (Owner) 100%	Exploration	Active	-30.223000	153.029000
56151	Weabonga	Force Commodities Limited (Owner) 100%	Exploration	Inactive	-31.140000	151.220000
56152	Salar de Oro	"Compania Contractual Minera Los Andes, CCMLA (Owner) 100%"	Grassroots	Inactive	-22.974990	-66.154050
56155	El Condor	NA	Grassroots	Inactive	-3.788000	-78.456000
56160	Anchor	Unnamed Owner (Owner) 100%	Grassroots	Inactive	38.112000	-118.640000
56165	Wolf	Unnamed Owner (Owner) 100%	Exploration	Inactive	48.265000	-80.184000
56166	Eureka	Unnamed Owner (Owner) 100%	Grassroots	Inactive	38.521940	-118.864960
56167	McBride	Silver Predator Corporation (Owner) 100%	Exploration	Inactive	56.739000	-101.196000
56168	Jalisco VMS	Zinco Mining Corporation (Owner) 100%	Advanced Exploration	Inactive	20.248000	-105.058000
56171	Cumaru-Gradaus	Mineracao Iraja S/A (Owner) 100%	Grassroots	Active	-7.749900	-50.752230
56175	Tordo	Indigo Exploration Inc. (Owner) 100%	Grassroots	Inactive	12.101000	-0.428000
56177	Antofogasta	Compania Minera Calcia Limitada (Owner) 100%	Grassroots	Inactive	-25.310000	-69.755000
56181	Weilong	Unnamed Owner (Owner) 82%; Guangxi Bureau of Geology and Mineral Resources (Owner) 18%	Exploration	Inactive	24.310000	106.380000
56185	Malibu	Unnamed Owner (Owner) 100%	Grassroots	Inactive	50.134800	-123.861900
56187	Muara Manderas	PT Antam (Persero) Tbk (Owner) 100%	Exploration	Active	-1.575560	102.544650
56188	Tundayme	Q2 Gold Resources Inc. (Owner) 100%	Grassroots	Inactive	-3.619000	-78.429000
56189	Piedra Liza	Q2 Gold Resources Inc. (Owner) 100%	Grassroots	Inactive	-3.849000	-78.781000
56190	Ponderosa	Almadex Minerals Limited (Owner) 100%	Exploration	Active	50.032450	-120.979370
56203	Bullion Mountain	NA	Exploration	Inactive	40.352700	-116.729100
56205	Falagountou III	Unnamed Owner (Owner) 100%	Exploration	Inactive	14.440000	0.044000
56206	Falagountou IV	Unnamed Owner (Owner) 100%	Exploration	Inactive	14.103550	0.338070
56208	Bulk	"Altar Resources, Alaska (Owner) 100%"	Exploration	Inactive	64.791200	-165.287400
56210	Pravo-Berelehskoe	Magadangeologia (Owner) 100%	Exploration	Inactive	63.133300	147.900000
56211	Rodionovskoe	Magadangeologia (Owner) 100%	Exploration	Inactive	61.350000	148.300000
56212	Bristol Bay	Bristol Bay Native Corporation (Owner) 100%	Grassroots	Inactive	59.400000	-154.800000
56213	Dahemian	Xingang Yitong Mining Corp. (Owner) 100%	Grassroots	Inactive	34.293700	111.810400
56214	Jingerquan Xi	Red Harvest Limited (Owner) 100%	Grassroots	Inactive	42.925000	95.080000
56215	Carlin-Cortez Trend	NA	Exploration	Inactive	40.942000	-116.347000
56216	Hongshigang Dongbei	Red Harvest Limited (Owner) 100%	Grassroots	Inactive	42.271000	91.369000
56217	Rossland	West High Yield (W.H.Y.) Resources Ltd. (Owner) 100%	Exploration	Active	49.082000	-117.884000
56218	South Malartic 1 & 2	Malartic Goldfields Corp. (Owner) 100%	Grassroots	Inactive	48.099000	-78.080000
56221	Twangiza WBK	"Wa Balengela Kasai-Investments Congo sprl, (Owner) 100%"	Grassroots	Inactive	-3.690000	27.200000
56222	Clermont	NA	Grassroots	Inactive	-21.158990	147.363400
56224	Peel Fault	Frontier Capital Group Limited (Owner) 100%; Force Commodities Limited (Venture)	Exploration	Inactive	-30.475670	150.771520
56225	Oribo	Sierra Metals Inc. (Optionee) 100%; Unnamed Owner (Optionor)	Exploration	Inactive	27.625000	-108.346000
56230	Golden Triangle	NA	Grassroots	Inactive	23.678920	108.068600
56231	Golden Triangle	NA	Exploration	Inactive	24.585000	106.899000
56235	Bullion	NA	Grassroots	Inactive	50.986000	-120.342000
56236	Casula	Manica Minerals Ltd (Owner) 100%	Exploration	Inactive	-15.390000	33.625000
56237	Fingoe	Manica Minerals Ltd (Owner) 100%	Grassroots	Inactive	-15.150000	31.880000
56238	North Mountain	Unnamed Owner (Owner) 100%	Exploration	Inactive	44.908000	93.501000
56239	Beauce	Bowmore Exploration Ltd. (Optionee) 70%; Fancamp Exploration Limited (Optionor) 30%	Exploration	Inactive	46.217850	-70.733350
56243	Otter	Eastland Management Ltd. (Owner) 100%	Grassroots	Active	49.620000	-120.668000
56244	Bobjo Mine	Mainstream Minerals Corporation (Owner) 100%	Exploration	Inactive	51.099000	-92.627000
56246	West Tanana	Doyon Limited (Owner) 100%	Exploration	Inactive	64.740000	-152.960000
56248	Burns Group	Gemco Minerals Inc (Owner) 100%	Grassroots	Inactive	53.050000	-121.633300
56251	Cristina	Private Interest (Owner) 100%	Grassroots	Inactive	-31.339000	-69.415000
56252	Sucuri	Unnamed Owner (Owner) 100%	Grassroots	Inactive	-6.050000	-56.300000
56253	Crepori	Unnamed Owner (Owner) 100%	Exploration	Inactive	-5.799000	-57.344000
56254	Toodoggone	Stealth Minerals Ltd. (Owner) 100%	Grassroots	Inactive	57.062260	-126.625860
56259	Painted Hills	NV Gold Corporation (Owner) 100%	Exploration	Active	41.809310	-118.862400
56261	Julia	MaxTech Ventures Inc. (Owner) 53%; Unnamed Owner (Owner) 47%	Grassroots	Inactive	59.554000	-133.258000
56263	Duquesne	First Mining Finance Corp. (Owner) 100%	Prefeas/Scoping	Inactive	48.474820	-79.035300
56264	Kratie South	JOGMEC (Venturer) 47.09%; Mekong Minerals Limited (Venturer) 37.91%; Southern Gold Limited (Carried) 15%	Exploration	Active	12.481080	106.760060
56265	Aprelkovsko-Peshkovski	Imitzoloto Ltd (Owner) 100%	Grassroots	Inactive	51.867000	116.265000
56270	Kupol West	Kinross Gold Corporation (Owner) 100%	Advanced Exploration	Active	66.800000	169.550000
56273	Dash Lake	Unnamed Owner (Owner) 100%	Exploration	Inactive	49.146000	-93.497000
56274	Enmore	Besra Gold Inc. (Owner) 100%	Exploration	Inactive	-30.754000	151.815000
56278	Espota	Genesis Minerals Limited (Optionee) 100%; Teck Resources Limited (Optionor)	Exploration	Active	-30.663000	-69.540000
56279	Castanos	Genesis Minerals Limited (Optionee) 100%; Teck Resources Limited (Optionor)	Grassroots	Active	-30.862000	-69.695000
56280	Huachon	Unnamed Owner (Owner) 100%	NA	Inactive	-10.665000	-75.952000
56285	Greyhound	Agnico Eagle Mines Limited (Optionee) 70%; Aura Silver Resources Inc. (Optionor) 30%	Exploration	Active	64.684000	-96.217000
56286	Taartoq	Greenland Gold LLP (Owner) 100%	Grassroots	Inactive	61.348940	-48.236890
56288	Montgomery Pass	"Desert Pacific Exploration, Inc. (Owner) 100%"	Exploration	Inactive	37.967000	-118.378000
56289	Fiji	Silver Grail Resources Ltd. (Owner) 50%; Teuton Resources Corporation (Owner) 50%	Exploration	Inactive	55.757000	-129.621000
56296	Spring	Private Interest (Owner) 100%	Grassroots	Inactive	38.526750	-117.865760
56297	Winnemucca Mountain	Columbus Gold Corporation (Owner) 100%	Grassroots	Inactive	40.997220	-117.770550
