MineID	MineName	Development Stage	Activity Status	Lat	Lon
40593	Sassa	Closed	Inactive	12.917220	-2.175280
40596	Limao	Exploration	Inactive	-5.758330	-56.376940
40598	STHG Sewa River	Preproduction	Active	7.872500	-11.716390
40599	Bayankol	Reserves Development	Active	42.705280	79.987780
40620	Verkhneangarsky	Reserves Development	Inactive	58.451390	115.220280
40625	Nueva Segovia	Exploration	Inactive	13.717500	-86.031670
40635	Yongfeng	Operating	Active	42.215560	118.643330
40642	Bullfinch	Exploration	Active	-30.986630	119.218640
40643	Krasny	Prefeas/Scoping	Active	58.301110	114.784720
40644	Prodolny	Reserves Development	Active	58.180280	114.278890
40645	Natougou	Preproduction	Active	12.007220	1.402220
40646	Vostochnaya	Reserves Development	Inactive	58.151390	114.633610
40647	Takhtykan	Reserves Development	Inactive	58.104720	114.862500
40648	Purpolskaya	Reserves Development	Active	59.482780	114.508330
40649	Verknyaya Orlovka	Reserves Development	Active	57.225560	115.589720
40650	Selib North	Target Outline	Inactive	23.202780	45.254170
40661	Silver Bell-St Lawrence	Exploration	Active	45.275180	-112.003830
40684	Jillaye	Feasibility	Inactive	10.964170	35.512780
40703	Shivee West	Exploration	Temporarily On Hold	43.096940	106.745280
40710	El Dorado Monserrat	Exploration	Active	-48.406670	-68.605560
40719	Zeyskaya Placer	Preproduction	Inactive	53.770560	127.291940
40742	Lusadzhur	Preproduction	Inactive	40.626670	44.617220
40750	Juglah Dome	Target Outline	Active	-30.973610	122.020280
40762	Tyegana 1	Target Outline	Inactive	12.825280	-0.810560
40763	Sebila	Exploration	Inactive	13.110000	-1.177220
40786	Jibal Qutman	Prefeas/Scoping	Active	20.371670	43.411940
40794	Universo	Satellite	Active	23.456110	-101.188060
40806	Carmen	Reserves Development	Active	29.650000	-109.400000
40809	Golden Hill	Target Outline	Active	11.102500	-3.441670
40820	Lone Mountain	Exploration	Active	41.118890	-115.998890
40828	Cheesemans Creek	Target Outline	Active	-33.130560	148.855280
40829	Central Queensland	Target Outline	Active	-22.306798	147.284434
40902	Golden Camel	Construction Planned	Active	-36.646110	144.737220
40912	Sudest	Target Outline	Inactive	-11.456660	153.378190
40921	QV	Reserves Development	Active	63.316813	-139.681827
40922	Martinez	Advanced Exploration	Active	4.878060	-76.399720
40927	Liberty Hill	Reserves Development	Active	39.267500	-120.796670
40929	Lupa	Exploration	Active	-8.318826	32.982248
40931	Pistol Bay	Reserves Development	Active	62.326610	-92.848500
40936	Honghuagou	Reserves Development	Active	42.215200	118.643560
40937	Lianhuashan	Reserves Development	Active	42.350000	118.666670
40938	Misisi	Prefeas/Scoping	Active	-4.747560	28.731100
40940	Pani	Prefeas/Scoping	Active	0.561940	121.999720
40952	Douta	Exploration	Active	13.100000	-11.904720
40957	Capricornio	Target Outline	Active	-23.633330	-69.900000
40966	Doolgunna	Target Outline	Active	-25.645000	119.266670
40968	Caramanta	Target Outline	Active	5.535610	-75.677517
40979	Miskah	Reserves Development	Active	22.756390	41.837500
40982	Linkwood	Prefeas/Scoping	Active	56.762190	-100.936360
40983	Antikanpera	Exploration	Inactive	64.191670	24.986390
40984	Blackwater East	Exploration	Inactive	53.247500	-124.721940
41000	Phum Syarung	Construction Started	Active	13.643590	107.393090
41022	Castelo de Sonhos	Reserves Development	Active	-8.204467	-54.944808
41029	Cascavel	Operating	Temporarily On Hold	-15.483330	-50.427500
41031	Zlata Bana	Target Outline	Inactive	48.946670	21.415000
41044	Inambari River	Reserves Development	Active	-13.437310	-70.260170
41046	Las Dichas	Limited Production	Inactive	-33.289160	-71.487800
41049	Wingdam	Target Outline	Active	53.041670	-121.972220
41050	San Luis	Target Outline	Active	3.100830	-75.531110
41065	Condor de Oro	Target Outline	Active	-4.846110	-78.890000
41070	ANCAL	Target Outline	NA	5.546010	-75.577580
41086	King Tut	Target Outline	Active	56.325831	-130.295304
41090	Himmetdede	Limited Production	Active	38.950830	35.056670
41096	Tamunier	Reserves Development	Active	61.279050	60.225290
41099	Mponeng	Operating	Active	-26.435280	27.432500
41100	Savuka	Satellite	Active	-26.420020	27.402600
41101	Moab Khotsong	Operating	Active	-26.982500	26.801110
41102	Great Noligwa	Satellite	Active	-26.966110	26.780280
41103	Vaal River Surface	Expansion	Active	-26.986130	26.738880
41104	Kopanang	Operating	Active	-26.983050	26.743500
41108	Lawlers	Target Outline	Inactive	-28.091220	120.482650
41116	Spargoville	Reserves Development	Active	-31.271940	121.438060
41167	Menneval	Target Outline	Active	47.818870	-67.271560
41173	Salamanca	Target Outline	Active	41.129440	-6.542500
41187	Nova Canaa	Target Outline	Inactive	-10.673593	-55.641917
41207	West Wits Surface	Satellite	Active	-26.451000	27.412000
41223	Khangalas	Reserves Development	Inactive	64.031390	144.830830
41227	Urochische Sailyk	Reserves Development	Inactive	64.973890	129.971940
41253	Santa Rosa	Preproduction	Active	-15.403890	-74.309440
41291	Afana-siyevskaya	Target Outline	Inactive	52.642220	131.389170
41294	Dambukinskaya	Target Outline	Inactive	54.265440	127.481990
41295	Idolovskaya	Target Outline	Inactive	51.960000	139.398060
41297	Kuryelkanskaya	Target Outline	Inactive	56.710000	134.999720
41348	Nevada Star	Reserves Development	Active	40.809440	-116.225280
41360	Portage	Target Outline	Active	49.908060	-74.192220
41423	East Lingman Lake	Reserves Development	Active	53.858060	-92.885280
41429	Arabia	Target Outline	Active	40.364540	-118.392940
41487	Pervenets	Reserves Development	Inactive	58.530000	115.326670
41488	Khabai-daksky	Target Outline	Inactive	55.096390	94.445560
41490	Yeruda	Reserves Development	Inactive	59.870830	92.882220
41491	Pyany Ruchei	Reserves Development	Inactive	60.296610	92.923790
41505	Sarbulak	Reserves Development	Active	46.951390	89.154440
41545	Rio Chico	Target Outline	Active	-28.958890	-65.393330
41572	Colquemayo	Target Outline	Active	-16.505000	-71.061110
41573	Vacas Heladas	Target Outline	Inactive	-29.875290	-69.943320
41582	Jarwatuna	Preproduction	Inactive	-15.412780	-73.311390
41584	Dun Glen Placer	Operating	Active	40.739390	-117.943010
41589	Slivovo	Prefeas/Scoping	Active	42.598780	21.311040
41595	Bluffpoint	Target Outline	Active	49.170560	-93.392220
41598	Diapaga	Exploration	Inactive	12.119410	1.897230
41600	Goldcliff	Target Outline	Inactive	49.413780	-92.701830
41604	Hot Maden	Prefeas/Scoping	Active	40.996040	41.860600
41610	Badakhshan	Reserves Development	On Hold Awaiting Financing	37.552010	70.556000
41612	La Planada	Target Outline	Inactive	1.529720	-77.574440
41614	La Tapada	Target Outline	Inactive	7.543060	-74.841390
41631	San Ricardo	Target Outline	Inactive	29.981670	-110.688890
41640	Bullseye	Exploration	Inactive	-27.094170	120.176110
41641	Gabbs	Reserves Development	Active	38.781670	-117.949170
41643	Mako	Construction Started	Active	12.850560	-12.434170
41646	Deli Jovan	Target Outline	Active	44.170560	22.241110
41647	Tetlin	Reserves Development	Active	63.178940	-142.890610
41688	Strike	Exploration	Inactive	56.126006	-129.965971
41717	Himmetdede South	Exploration	Inactive	38.935830	35.032220
41720	Peak Hill-Doolgunna	Target Outline	Active	-25.425000	119.823330
41742	Sebi Kopa	Reserves Development	Active	38.466110	69.551670
41743	Rybnaya River	Reserves Development	Active	55.900280	94.307500
41753	Los Pinos	Limited Production	Active	-34.339720	-71.176390
41754	Suriname #1	Preproduction	Active	5.071940	-55.110830
41759	Sotrami	Limited Production	Active	-15.355830	-74.275560
41799	Beauce Placer	Reserves Development	Active	46.226110	-70.665280
41820	Captain	Target Outline	Active	54.831430	-123.934550
41821	Oakley	Reserves Development	Active	42.019720	-113.886670
41851	Ge Lou Ang	Reserves Development	Active	36.100560	103.813610
41854	Titan	Target Outline	Active	-25.478430	-68.996080
41856	Block 14	Prefeas/Scoping	Active	21.221000	33.166000
41858	Massigui	Target Outline	Active	11.887060	-6.967620
41870	Kinskuch	Target Outline	Active	55.610407	-129.246999
41871	Xiaohe	Preproduction	Active	33.102220	109.168060
41886	Luna Greenfields	Target Outline	Temporarily On Hold	-1.510133	-45.843862
41894	Los Cisnes	Target Outline	Active	-48.534440	-67.069720
41896	Corizona	Exploration	Active	-12.104290	-76.442650
41897	Southern Cross Bore	Target Outline	Inactive	-23.137780	134.218610
41903	Jewel Ridge	Target Outline	Active	39.475280	-115.982780
41910	Pembina	Reserves Development	Active	12.953060	-86.834170
41915	Cheechoo	Target Outline	Active	52.619440	-75.905280
41927	Minasnioc	Exploration	Active	-13.793240	-74.793895
41930	Las Palmas	Reserves Development	Active	-31.238330	-71.621390
41946	Korongou	Target Outline	Active	12.715490	0.049870
41947	Nueltin Lake	Exploration	Active	60.116670	-99.916670
41964	SUSAR No 1	Operating	Active	33.313470	-85.865380
41979	LH	Exploration	Inactive	40.284720	-118.201670
41998	Central Otago Goldfields	Reserves Development	Active	-45.000000	169.647500
42032	Kossanto	Prefeas/Scoping	Active	13.406110	-11.790000
42066	Sumi	Exploration	Active	-13.934370	-74.809700
42080	Goldsborough	Limited Production	Active	-36.816825	143.722518
42088	AU33 West	Target Outline	Active	52.163920	-76.242750
42089	Lordsburg Plant	Operating	Active	32.318000	-108.750000
49490	Carson Hill	Closed	Inactive	38.013060	-120.495560
49491	Frank W Lewis	Target Outline	Inactive	40.516670	-117.100000
49492	Silver Creek Property	NA	Inactive	42.528180	-123.789400
49493	Balce	Exploration	Inactive	14.152220	122.674080
49499	Zhaltyrbulak	Reserves Development	Inactive	48.476960	68.558980
49501	Boko-Vasiliyevskoye	Target Outline	Inactive	49.081350	81.540040
49503	Lavra Velha	Reserves Development	Active	-11.533680	-42.484300
49613	Tahuehueto	Prefeas/Scoping	Active	25.442840	-106.640910
49658	Delmachiksoye	Reserves Development	Inactive	51.812610	115.807500
49787	Pen	Target Outline	Active	48.141441	-82.166376
49806	Las Openas	Target Outline	Active	-29.788650	-69.348420
49817	Four J's	Target Outline	Active	56.311116	-130.134038
49849	Erguveem	Exploration	Inactive	66.788990	-175.269870
49853	Kairagach	Preproduction	Active	40.994440	70.250000
49858	La Buena	Target Outline	Inactive	24.769110	-101.660170
49862	Bouroubourou	Exploration	Active	13.267510	-11.995450
49863	Ulaan Bulag	Reserves Development	Active	48.668250	106.315500
49877	Karankasso	Reserves Development	Active	10.736490	-3.939690
49886	Gloria	Preproduction	Active	-16.324800	-71.854350
49901	Ergama	Target Outline	Active	39.604160	27.605700
49914	Angostura	Target Outline	Active	-14.021409	-72.645339
49915	Pampas El Penon	Exploration	Active	-24.146900	-69.423330
49918	Rongo	Target Outline	Active	-0.619940	34.585710
49919	Yargarma	Target Outline	Inactive	11.931170	5.520670
49920	West Pogo	Target Outline	Active	64.444170	-145.061940
49922	Gourma	Target Outline	Active	12.564090	0.971500
49925	Electrum	Target Outline	Active	56.282970	-130.067150
49927	Terrace	Target Outline	Active	54.580170	-128.384570
49928	Guizhou Huajin	Reserves Development	Active	24.824220	105.633350
49929	Yili River Valley	Reserves Development	Inactive	43.429820	83.260740
49938	Puruni	Target Outline	Active	6.140420	-59.355620
49939	Handeni North	Target Outline	Active	-5.402080	38.027600
49940	Leonora	Target Outline	Active	-28.737740	121.300610
49941	Cascaminas	Closed	Inactive	-7.644860	-78.640560
49942	Sayaatoc	Closed	Inactive	-7.601520	-78.470320
49952	El Realito	Reserves Development	Active	25.101110	-107.165020
49954	Salares Norte	Prefeas/Scoping	Active	-26.011670	-68.893060
49957	Batistao	Target Outline	Active	-10.353170	-55.228170
49958	Tampia	Prefeas/Scoping	Active	-32.121760	118.463150
49959	El Secreto	Target Outline	Active	24.053020	-106.330040
49960	Poland China	Target Outline	Inactive	48.974140	-119.122940
49961	Little Bear Lake	Target Outline	Inactive	50.556880	-95.527130
49962	Munro Lake	Exploration	Inactive	55.724357	-103.523479
49963	Gross	Construction Started	Active	57.652000	119.916000
49964	Jinlong	Reserves Development	Active	41.194620	121.412340
49969	Yubdo-Ursa	Exploration	Inactive	8.978280	35.449260
49975	Guerrero	Exploration	Temporarily On Hold	17.780000	-100.210000
49977	Junee	Reserves Development	Active	-34.760520	147.649410
49981	Oberon	Reserves Development	Active	-33.666660	149.750000
49983	Kaburi PL	Target Outline	Active	5.645830	-59.027220
49986	La Rinconada	Operating	Active	-14.622680	-69.447320
49989	Wildhorse Plain	Target Outline	Active	-33.566670	136.483330
49995	Tanami	Exploration	Inactive	-20.516670	129.250000
49996	Adyabo	Reserves Development	Active	14.292140	38.050210
49997	Oro	Exploration	Inactive	63.315990	-131.059870
50054	Forester Lake	Exploration	Active	52.448520	-89.943140
50065	Sami	Exploration	Active	-14.077000	-74.650000
50072	Odina	Operating	Active	37.836370	68.780280
50083	Sogut	Prefeas/Scoping	Active	40.014120	30.198270
50084	Kubaslar	Reserves Development	Active	39.327000	26.956860
50085	Kiratli	Reserves Development	Active	39.167310	26.857140
50116	Golconda	Exploration	Inactive	26.600780	-108.939670
50117	Dillard	Exploration	Inactive	49.744250	-120.420110
50118	Merrill	Exploration	Active	49.355950	-92.896800
50119	Roger	Exploration	Inactive	48.497330	-80.316860
50125	Fremont	Reserves Development	Active	37.589440	-120.121390
50126	Dalafin	Target Outline	Active	12.869750	-11.637000
50127	Mildred Peak	Exploration	NA	31.729330	-111.587240
50128	Dunnsville	Target Outline	Active	-30.652490	120.799060
50129	Uptown	Exploration	Active	62.522000	-114.416000
50130	Qiqavik	Exploration	Active	61.558334	-75.279167
50136	Centauro	Exploration	Active	26.632100	-104.490330
50137	Zinger	Exploration	Active	49.466690	-116.169090
50140	Forge Lake	Exploration	Inactive	48.176260	-84.444120
50142	Ruchei Maly Balaganakh	Reserves Development	Inactive	58.790520	116.670120
50143	Ruchei Verkhny Imyanet	Reserves Development	Inactive	58.775520	116.715470
50144	Reki Zuiya v Reki Tigelan	Reserves Development	Active	57.850160	114.195690
50145	Terrasa Reki Vacha	Reserves Development	Active	57.850180	114.195760
50147	Missinabie	Exploration	NA	48.335894	-83.839417
50151	Rosebute	Target Outline	Active	63.490610	-139.614390
50156	Jonnagiri	Feasibility Started	Active	15.247060	77.591580
50157	Santa Lucia	Exploration	Inactive	27.864730	-109.422370
50162	Council	Exploration	NA	64.916300	-163.920630
50175	Tempest	Exploration	Inactive	51.838710	-86.304370
50180	Dime	Exploration	Inactive	63.522690	-139.942950
50192	Camargo	Exploration	Active	27.924740	-104.420680
50193	Hit	Exploration	Active	49.707440	-120.538800
50195	Kossanke	Target Outline	Inactive	11.241630	-8.792700
50197	Gold Creek	Exploration	Active	48.571320	-90.069720
50201	Peter Lake	Exploration	Active	57.428000	-103.254000
50202	Savinac	Target Outline	Active	43.873070	22.037120
50207	Flint Lake	Exploration	Inactive	49.356870	-93.884170
50208	Angelina	Exploration	Active	50.934570	-95.356120
50213	Oyadao	Target Outline	Active	13.722760	107.436960
50214	Barranco de Loba	Exploration	Inactive	8.674570	-74.068310
50217	Addie 1	Exploration	Inactive	52.552230	-121.274470
50218	Suriloma	Exploration	Active	-7.819090	-78.544470
50220	Degrmen	Exploration	Active	42.947230	21.306460
50222	Sulphur	Target Outline	Active	63.697290	-138.747000
50224	Alakamisy	Target Outline	Temporarily On Hold	-19.403690	47.486030
50228	Frank Creek	Exploration	Inactive	52.746510	-121.371610
50233	Xingfu Villige	Reserves Development	Active	41.861480	114.003990
50239	Kangaskyla	Exploration	NA	63.669890	24.777620
50240	Marmion South	Exploration	Active	48.803480	-91.490680
50241	Big Blue	Exploration	Inactive	39.633590	-116.925340
50242	Oyem	Exploration	Active	0.879160	11.856600
50245	Copley	Exploration	NA	53.738590	-124.834550
50247	Commonwealth	Reserves Development	Active	-32.580140	149.050700
50248	Ouro Paz	Prefeas/Scoping	Active	-10.504950	-54.480630
50251	Ngoutou	Exploration	Active	-0.222480	13.100010
50252	Mutsk	Target Outline	Active	39.509580	45.914200
50257	Nyamwaga	Exploration	Active	-1.396292	34.497933
50262	Plateau	Target Outline	Active	63.418626	-133.247869
50265	Squid	Exploration	Active	63.569855	-140.615121
50267	Central Hounde	Target Outline	Active	11.071440	-3.814860
50268	Pavo Real	Exploration	Active	4.226930	-75.192700
50270	Forbes	Exploration	NA	-33.293330	148.090790
50272	Persada	Exploration	Active	1.155240	121.225040
50273	Makmak	Exploration	Active	-6.038730	150.750470
50274	Minacu	Exploration	Active	-13.285280	-47.974440
50304	Las Pampas	Target Outline	Active	-24.637630	-69.691660
50305	Lac Fecteau	Exploration	NA	49.029920	-75.286100
50306	Medel	Exploration	NA	46.658990	8.881200
50308	Pepin South	Exploration	Inactive	12.950530	-1.747040
50311	Deep Creek	Exploration	NA	41.599840	-116.202240
50312	Amazonas	Exploration	Active	-7.733360	-63.137260
50313	Pedernal	Exploration	NA	25.562580	-104.690430
50334	Vivi	Exploration	Active	60.962960	-129.904930
50341	Tenoriba	Exploration	Active	26.404700	-107.408520
50344	Ropewalk	Target Outline	Active	-18.623700	143.553700
50346	Zelica	Prefeas/Scoping	Active	-29.216740	122.175060
50353	Majestic North	Exploration	Active	-30.858730	121.925840
50356	Midas	Exploration	Active	48.262300	-84.259910
50358	Mahale	Target Outline	Active	10.301420	-6.534770
50359	Mbengue	Exploration	Active	9.798702	-5.919987
50360	Napie	Exploration	Active	9.183780	-5.474560
50382	Moussala	Target Outline	Active	12.542460	-11.264360
50383	Neavesville	Reserves Development	Active	-37.175890	175.692550
50432	Bibemi	Exploration	Active	9.388930	14.006650
50443	Eastside	Reserves Development	Active	38.206400	-117.612470
50462	Monomer Gold Mine	Operating	Active	43.825520	87.616810
50465	Lanjiazhuang	Reserves Development	Active	27.582890	115.316550
50495	Garden Gully	Target Outline	Inactive	-26.250001	118.783334
50512	Timok	Target Outline	Active	44.091030	22.030590
50543	Tiblemont-Tavernier	Exploration	Active	48.171190	-77.071545
50578	Gold Star	Target Outline	Active	37.448580	-117.287730
50582	Babjak	Exploration	Inactive	41.978520	23.329050
50583	Redcastle	Exploration	Active	-28.905310	121.892220
50586	Rupa Suguti	Exploration	Inactive	-1.794300	33.633610
50597	Key	Exploration	Active	53.091520	-124.877360
50652	Mucurumadzi	Exploration	Inactive	-18.873830	32.861730
50662	Josnitoro	Exploration	Temporarily On Hold	-13.943890	-73.428330
50663	Enez	Exploration	Active	40.733270	26.274890
50680	Aorangi	Exploration	Active	-40.740670	172.389240
50730	Rocky River	Target Outline	Active	-30.618550	151.392240
50732	Nangalasso	Exploration	Active	10.906710	-6.231850
50750	Laverton Downs	Exploration	Active	-28.425970	122.425050
50753	North Star	Exploration	Active	41.398080	-116.677010
50756	Larder Group	Target Outline	Active	48.194440	-79.696670
50758	Tonichi	Target Outline	Active	28.537350	-109.609920
50759	San Francisco	Exploration	Inactive	-30.729690	-69.650980
50760	Wood Hills South	Target Outline	Active	40.931630	-114.776830
50761	Espiritu Santo	Exploration	Inactive	20.711350	-104.615860
50765	Panchita	Exploration	Active	31.624920	-113.112860
50767	San Jose	Exploration	Active	13.019240	-84.689220
50771	Derosa	Target Outline	Active	13.179490	-2.732380
50773	Berrio	Target Outline	Active	6.461180	-74.629210
50775	Mailman Hill	Exploration	Active	-28.894650	121.625970
50780	King Mine	Target Outline	Inactive	39.014440	-118.155560
50783	East-West	Target Outline	Active	48.126670	-77.966390
50785	Giro	Target Outline	Active	3.250000	29.170830
50789	Cape Mount	Exploration	Active	7.150080	-11.226400
50795	Fahiakoba	Target Outline	Active	6.016670	-1.846940
50800	Dandoko	Target Outline	Active	12.634440	-11.144720
50803	Western Permits	Target Outline	Active	34.948300	32.561050
50804	Lefkara	Target Outline	Active	34.870830	33.277500
50809	King Solomon Dome	Target Outline	Active	63.880000	-138.940000
50814	Tashota	Target Outline	Active	50.243000	-87.661000
50819	Cajon	Exploration	Inactive	30.241110	-111.756940
50820	Mulgarrie	Satellite	Active	-30.383060	121.513890
50839	Villebon	Target Outline	Active	47.904180	-77.235417
50844	Tumi	Target Outline	Active	-15.880320	-74.053620
50869	Los Azules	Reserves Development	Active	26.807920	-105.931720
50873	Haykota	Advanced Exploration	Active	15.261450	37.249380
50879	Horne 5	Feasibility Started	Active	48.254250	-79.009530
50892	Nelligan	Target Outline	Active	49.415810	-74.681830
50910	Gediktepe	Prefeas/Scoping	Active	39.360600	28.590200
50922	Ganajur	Feasibility Started	Active	14.833530	75.409140
50952	Pitangui	Reserves Development	Active	-19.730662	-44.691007
50954	Laverton Downs	Target Outline	Active	-28.422921	122.452084
50959	Jinan	Target Outline	Active	35.691840	127.358970
50970	Weebigee	Target Outline	Active	53.062000	-93.388410
50971	McKinley	Exploration	Active	45.532270	-116.283390
50972	Eidsvold	Target Outline	Active	-25.369870	151.134440
50973	West Guadalcanal	Target Outline	Active	-9.412820	159.741090
50974	Alumbre	Target Outline	Temporarily On Hold	-8.441380	-78.466220
50975	Independence	Exploration	Active	35.471380	-115.202970
50976	Juan de Herrera	Target Outline	Active	18.938760	-71.203040
50977	El Santo	Exploration	Inactive	12.219250	-85.086740
50987	Cameron	Exploration	Active	49.244670	-76.823530
50989	Muda River	Target Outline	Active	-19.366010	34.002360
51016	Triumph	Target Outline	Active	-24.320880	151.373550
51018	Golden Brew	Exploration	Active	39.227040	-117.243300
51019	Porter Canyon	Exploration	Active	39.399220	-117.135390
51020	Prestwood	Commissioning	Active	-21.036310	29.207620
51021	Chillagoe	Target Outline	Active	-17.129970	144.273510
51024	Tokop	Exploration	Active	37.300580	-117.262340
51032	Brett	Target Outline	Active	50.232550	-119.665560
51033	Gold Drop	Target Outline	Active	49.165830	-118.601110
51040	Perdito	Target Outline	Active	36.496230	-117.748010
51044	Speewah Dome	Target Outline	Active	-16.278330	127.970490
51045	Opinaca D	Exploration	Active	52.767170	-76.340840
51046	Banda Raya	Target Outline	Active	4.895030	96.393250
51073	Danglay	Reserves Development	Temporarily On Hold	16.318520	120.672970
51078	Matheson	Exploration	Active	48.551000	-81.025200
51085	Seruyung	Operating	Active	3.905000	117.247120
51095	Kiimala	Reserves Development	Active	64.110890	24.944200
51097	Aobao	Reserves Development	Active	43.811360	113.653770
51108	Long Canyon	Target Outline	Active	38.261750	-117.991230
51110	Darlot	Target Outline	Active	-27.910910	121.113800
51127	Taipingdong	Reserves Development	Inactive	25.567240	105.480640
51169	Bolgatanga	Reserves Development	Active	10.904950	-0.833600
51171	Ejutla	Exploration	Active	16.664050	-96.481530
51179	Wayu Boda	Exploration	Active	4.984290	38.714360
51183	Aysid Metekel	Exploration	Active	11.115880	35.563280
51225	Officer Hills	Exploration	Active	-20.699903	129.537500
51252	Hengyi	Operating	Active	23.993810	101.101230
51263	Eastern Star	Exploration	Active	45.826920	-115.436690
51266	Banfora	Target Outline	Active	10.567260	-4.699510
51274	Aslantepe	Reserves Development	Active	39.100000	27.000000
51488	Bushtick	Exploration	Active	-20.205010	28.958360
51570	Beauchastel	Grassroots	Active	48.284650	-79.253800
51645	UP Burlington	Target Outline	Active	45.237270	-114.004240
51832	Seimana	Target Outline	Active	10.906290	-8.987810
51835	La Scie	Target Outline	Active	49.937750	-55.620520
51892	Lavington	Target Outline	Active	50.262430	-119.139650
51901	Pedro	Target Outline	Active	25.810810	-104.132160
51905	Yago	Exploration	Active	21.806960	-105.022100
51919	Amaruq	Reserves Development	Care And Maintenance	65.302720	-96.738940
51936	Firetower	Target Outline	Active	-41.487670	146.317310
51948	Mougnina	Target Outline	Active	10.850000	-5.950000
51949	Bow	Target Outline	Active	56.246280	-130.065040
51951	Nixon-Bartleman	Exploration	Active	48.284828	-81.825927
51967	Gold Ridge	Target Outline	Active	40.305220	-116.716000
51985	Casey-Snyder	Operating	Active	46.659940	-113.163010
51986	Seguela	Target Outline	Active	8.119700	-6.781540
52061	Viking	Target Outline	Active	-32.344120	122.022350
52062	Central Lapland	Target Outline	Active	67.591110	25.726300
52080	Orchid	Exploration	Active	55.118040	-103.173670
52108	Cuatro de Mayo	Exploration	Active	29.002500	-108.946800
52113	East Manhattan Wash	Target Outline	Active	38.536420	-116.989860
52124	Taiji Yingzi	Advanced Exploration	Active	39.904030	116.407530
52142	Windfall Hills	Target Outline	Active	53.612600	-125.985010
52144	Northern Block	Exploration	Temporarily On Hold	10.051600	35.299140
52214	Central Canada	Target Outline	Active	48.783650	-91.330330
52223	Grenfell	Exploration	Active	48.108891	-80.169500
52230	Launay	Target Outline	Active	48.612230	-78.654140
52277	Hood River	Target Outline	Active	66.902090	-110.906200
52295	Santa Maria	Prefeas/Scoping	Active	26.758250	-105.743000
52300	KSP	Target Outline	Active	56.606310	-130.792000
52308	167 EXTENSION	Target Outline	Active	52.108790	-72.195220
52313	Chinapintza	Reserves Development	Active	-4.040330	-78.572970
52318	Tambomayo	Operating	Active	-15.472350	-71.912240
52343	Ox Mountains	Target Outline	Active	54.136870	-8.788670
52429	Luna-Quicksilver	Exploration	Active	60.476400	-159.392530
52434	Los Andes	Target Outline	Active	12.344190	-85.620420
52435	Legouessi	Target Outline	Active	21.117620	-15.455920
52438	MacCormack	Target Outline	Active	48.448380	-78.565720
52462	Red Hills	Target Outline	Active	39.643180	-114.343960
52463	Lac Surprise	Target Outline	Active	49.415810	-74.869470
52481	Cunyu	Target Outline	Active	-25.962800	119.995880
52482	Camyurt	Prefeas/Scoping	Active	39.851200	26.966830
52483	Kirazli	Feasibility Complete	Active	40.021720	26.713210
52490	La Libertad Tailings	Reserves Development	Active	12.199780	-85.151920
52504	El Porvenir	Target Outline	Active	7.056390	-74.615170
52509	King Solomon	Exploration	Active	63.855080	-138.981940
52518	Jiagantan	Operating	NA	34.929380	102.663440
52564	Mt Stirling	Prefeas/Scoping	Active	-28.595880	121.071740
52570	Kavaklitepe	Target Outline	Active	39.955420	29.778910
52575	Mina Charay	Operating	On Hold Awaiting Higher Prices	26.099820	-108.895000
52579	Dollier	Target Outline	Active	49.684700	-74.121420
52597	Waitangi	Closed	Inactive	-35.257520	174.051840
52598	Jamieson-Woods Pt-Aberfeldy	NA	Inactive	-37.570000	146.245000
52600	Turtle Creek	NA	Inactive	-17.466700	125.383300
52603	Ora Banda	Satellite	Active	-30.385000	121.060000
52604	Spargos Reward	Reserves Development	Active	-31.236770	121.468760
52608	Secret Creek	Exploration	Inactive	-23.602000	117.064000
52609	Yilgangi Queen	Advanced Exploration	Inactive	-29.714700	122.161700
52613	Radio	Exploration	Active	-30.913480	119.079300
52614	Welcome Pipe	NA	Inactive	-20.083300	146.700000
52615	Elaine	Exploration	Inactive	-37.750000	144.050000
52616	Laverton	NA	Inactive	-28.550000	122.400000
52617	Leonora	Exploration	Active	-28.699040	121.063570
52619	Laverton	NA	Inactive	-28.633300	122.400000
52623	Boomerang	Exploration	Inactive	-30.704000	121.438000
52624	Margaret River/Yam Creek	NA	Inactive	-13.496100	131.548900
52627	Francis Furness	Exploration	Inactive	-31.497300	119.533000
52628	Marsh Bore	NA	Inactive	-27.766700	117.983300
52632	Madam Hopkins Deep Lead	NA	Inactive	-37.083300	143.483300
52634	Braemore	Exploration	Inactive	-28.805000	121.384000
52635	Sinug-ang	Advanced Exploration	Active	8.273000	126.023000
52636	Otto Bore	Exploration	Inactive	-28.100340	121.013670
52639	North Goodall	Grassroots	Active	-13.172000	131.398000
52647	Yambulla	NA	Inactive	-36.683300	149.850000
52648	Wellington	NA	Inactive	-32.540200	148.944500
52652	Swan - Black Flag 1	NA	Inactive	-30.533300	121.216700
52657	Woolwonga	Exploration	Active	-13.405000	131.550000
52658	Newsboy	NA	Inactive	33.850000	-112.670000
52659	Twin Hills	NA	Inactive	-29.433200	121.126400
52660	Mt Celia	Exploration	Active	-29.473600	122.460400
52661	Roebourne	Advanced Exploration	Inactive	-20.766600	117.106600
52662	Red Hill	Closed	Inactive	-30.597000	121.610000
52663	Palmer River	NA	Inactive	-16.066700	144.750000
52665	Brillant Day Dawn	Closed	Inactive	-20.100000	146.250000
52666	Peerless	Advanced Exploration	Inactive	-18.290000	30.220000
