MineID	MineName	Development Stage	Activity Status	Lat	Lon
27005	Windjammer	Reserves Development	Active	48.488630	-80.015320
27006	Dingman	Prefeas/Scoping	Active	44.575000	-77.596390
27007	Dream	Exploration	Inactive	58.949440	-135.436390
27008	Dore Lake	Reserves Development	Inactive	49.876940	-74.316940
27010	Altintepe	Operating	Active	40.992860	37.400570
27011	Jolin	Target Outline	Inactive	48.441190	-77.454200
27012	McLellan	Exploration	Inactive	49.688610	-87.029170
27014	Walker	Target Outline	Inactive	39.516670	-121.466670
27015	Racey	Reserves Development	Inactive	44.422060	-117.720420
27016	Brewer	Closed	Inactive	34.653890	-80.417500
27021	Gwillim	Target Outline	Inactive	49.960280	-74.456170
27025	Pelletier Lake	Feasibility	Active	48.215490	-79.058810
27026	Mt Todd	Prefeas/Scoping	Active	-14.136670	132.101940
27029	La Pepa	Reserves Development	Active	-27.282520	-69.234930
27031	Indomoro and Sungai Kencana	Feasibility	Inactive	-0.625400	114.402960
27032	Doby George	Reserves Development	Inactive	41.703330	-116.163870
27035	Madre De Dios	Operating	Inactive	-12.600000	-69.183330
27036	Reefton	Closed	Care And Maintenance	-42.174360	171.892060
27037	Mpesetia	Exploration	Inactive	6.388330	-1.907780
27038	Transaccion	Closed	Inactive	36.857820	-2.061390
27040	Allan Lake	Target Outline	Inactive	62.833330	-113.566670
27041	Franklin-D	Exploration	Inactive	44.666390	-115.299170
27042	Tres Hermanos	Limited Production	Active	10.108010	-84.482210
27043	Philippine Iron Mines	Exploration	Inactive	14.275000	122.676940
27045	A-J Tailings	Feasibility	Inactive	58.288890	-134.385280
27047	Gympie Eldorado	Reserves Development	Inactive	-26.212967	152.688120
27048	Binduli	Satellite	Active	-30.815390	121.402010
27049	Broads Dam	Closed	Inactive	-30.407780	121.273070
27050	Montague	Target Outline	Active	-27.398210	119.538220
27052	Jungle Well	Closed	Inactive	-28.408500	120.999000
27056	White Hope	Operating	Inactive	-28.051400	120.673340
27057	Golden Dome	Reserves Development	Inactive	39.666670	-120.333330
27060	Cody Ridge	Target Outline	Inactive	62.366670	-133.083330
27061	Gold Run	Target Outline	Inactive	40.792500	-117.478610
27062	Seymour Creek	Closed	Inactive	62.335480	-137.269210
27063	Germansen Landing	Operating	Inactive	55.766390	-124.681390
27066	Minnie Moxham	Feasibility	Inactive	-16.966670	145.116670
27067	McGarry	Reserves Development	Active	48.125560	-79.590000
27068	Brett Claims	Reserves Development	Active	50.236329	-119.651191
27070	Ferro	Target Outline	Inactive	54.797220	-99.702780
27071	Hislop	Target Outline	Inactive	47.593060	-80.976940
27072	Simkar	Reserves Development	Active	48.065210	-77.565140
27074	Millie Mack	Target Outline	Inactive	50.043890	-117.726390
27076	Lorena 1	Feasibility	Inactive	0.069170	-77.165830
27079	Ox Project	Reserves Development	Inactive	53.510830	-127.052780
27080	Indin Lake	Target Outline	Active	64.258060	-115.218330
27081	Kansas	Reserves Development	Active	56.102090	-130.031200
27082	Spectrum	Prefeas/Scoping	Active	57.688450	-130.488620
27086	Big Tiger	Target Outline	Inactive	35.473060	-115.183890
27088	Takla Rainbow	Target Outline	Inactive	55.662500	-125.303610
27089	Libby	Reserves Development	Inactive	48.330830	-115.619090
27090	Trophy	Target Outline	Inactive	57.166390	-131.276390
27091	Stukay	Target Outline	Inactive	34.550000	-113.197220
27092	Central Zeballos	Reserves Development	Active	50.023030	-126.775030
27093	Kennedy Lake	Reserves Development	Inactive	49.166670	-125.395830
27097	Vassan	Reserves Development	Inactive	48.161350	-77.855840
27098	Tassawini	Reserves Development	Active	7.501530	-59.587380
27099	Cochrane South	Target Outline	Inactive	44.061670	-103.731940
27100	Bivens Creek	Target Outline	Inactive	45.533330	-111.916670
27101	Paramont	Target Outline	Inactive	38.277500	-119.060560
27105	Glenorchy	Reserves Development	Inactive	-18.447220	29.933330
27107	Green Campbell	Target Outline	Inactive	45.695830	-112.332780
27109	Gold Hawk	Reserves Development	Active	48.152920	-78.013060
27110	Wagner Anomaly	Exploration	Inactive	45.765830	-115.516390
27112	Cikotok	Closed	Inactive	-6.740560	106.250000
27113	Mirah	Preproduction	Inactive	-1.542437	112.949294
27120	Aroroy	Reserves Development	Inactive	12.500000	123.416670
27121	Bong Mieu	Limited Production	Active	15.399440	108.415830
27122	Mitchells Creek	Closed	Inactive	-32.453060	148.993060
27123	Lower Seal Harbour	Target Outline	Inactive	45.171670	-61.600000
27128	Rossland Northbelt	Reserves Development	Active	49.090000	-117.794720
27129	Choco	Limited Production	Active	7.309000	-61.946000
27133	Balashi Tailings	Feasibility	Inactive	12.482780	-69.972780
27135	Tembang	Operating	Active	-2.865580	102.655310
27147	Klondike Placer	Closed	Inactive	63.942240	-139.335370
27149	Sylvia	Target Outline	Inactive	54.014630	-100.550410
27152	Kesecik	Operating	Inactive	36.258670	36.078500
27154	Twin Hills	Reserves Development	Active	-29.448060	121.122220
27155	Barrambie	Reserves Development	Active	-27.540770	119.194830
27156	Luiri Hill	Feasibility Complete	Active	-15.153060	27.232780
27157	Chumbwe	Preproduction	Inactive	-15.616110	28.821110
27158	Ajax Shaft	Closed	Inactive	-26.591760	118.416240
27159	Lock Tay	NA	Inactive	57.307500	-4.253720
27160	Bulyanhulu	Expansion	Active	-3.229440	32.489320
27161	Brandy Hill	NA	Inactive	-28.813550	116.411480
27170	Black Dike	NA	Inactive	35.244440	-114.499170
27174	Plutonic	Operating	Active	-25.320000	119.445000
27176	Carapooee	Operating	Inactive	-36.706940	143.296110
27177	West Normanby River Placer	Feasibility	Inactive	-15.493330	145.064390
27178	Weltevreden	Preproduction	Inactive	-27.022300	26.641360
27181	Mt Kare	Prefeas/Scoping	Temporarily On Hold	-5.537010	142.965670
27183	Mexican Hat	Reserves Development	Active	31.803620	-109.807180
27185	Hasaga	Reserves Development	Active	51.009270	-93.833360
27186	Uchi Lake	Target Outline	Inactive	49.964720	-92.146840
27188	Peters	Reserves Development	On Hold Awaiting Higher Prices	6.232500	-59.370000
27189	Henty	Operating	Care And Maintenance	-41.874290	145.551510
27190	Goldspun	Target Outline	Inactive	39.086100	-117.192680
27191	Melawi River	NA	Inactive	0.071390	111.891620
27193	Asid	Exploration	Inactive	12.263890	123.536940
27194	Marintoc	Exploration	Inactive	12.264440	123.723890
27195	Dahican	Exploration	Inactive	9.459440	125.920000
27196	Lagonoy	Exploration	Inactive	13.914440	123.502220
27197	Gold Hill	Closed	Inactive	-28.694430	121.689900
27198	Isabella-McCays-Bubi Complex	Limited Production	Active	-19.459750	28.589280
27199	Mahdia Placer	Feasibility	Inactive	5.436940	-58.759440
27201	Sanakham	Reserves Development	Inactive	17.933060	101.666390
27202	Narathiwat	Closed	Inactive	6.400950	101.683080
27203	Bullabulling	Feasibility	Active	-31.007000	120.907000
27205	Long Valley	Reserves Development	Inactive	38.000560	-118.616300
27208	Muara Atan	Target Outline	Inactive	1.251390	116.232780
27210	Simon Ouest	Reserves Development	Inactive	48.100000	-77.133330
27211	Miranda	Reserves Development	Active	-27.825190	120.553040
27212	Cox	Closed	Inactive	-28.105000	120.500000
27214	Mingela	Reserves Development	Inactive	-19.898060	146.553890
27218	Cache Creek	Operating	Inactive	62.490000	-150.983890
27219	New Polaris	Prefeas/Scoping	Active	58.715423	-133.647556
27223	Midway	Limited Production	Active	48.111400	-77.989200
27225	Merry Widow	Reserves Development	Active	50.382369	-127.274470
27228	Hammerdown	Closed	Inactive	49.552780	-56.246670
27229	Fort Knox	Operating	Active	64.991670	-147.358890
27236	Vatukoula	Expansion	Active	-17.506760	177.853300
27246	Warox	Feasibility	Inactive	62.483330	-114.350000
27248	Ibiajara	Reserves Development	Inactive	-12.986200	-42.228550
27250	Norebec-Manitou	NA	Inactive	48.082200	-77.615190
27253	Ronnoco	Reserves Development	Inactive	48.511110	-80.954440
27255	Damang	Operating	Active	5.516110	-1.850000
27256	Goldenrae	Reserves Development	Active	6.296200	-0.600020
27259	KSM	Prefeas/Scoping	Active	56.467780	-130.267220
27262	CMD	Operating	Active	-30.243210	-71.101900
27266	Black Fox	Operating	Active	48.535280	-80.340830
27269	Raymor	Reserves Development	Active	48.596940	-78.059720
27270	Albino Lake	Exploration	Inactive	56.666670	-129.983330
27271	Treaty Creek	Target Outline	Active	56.611580	-130.159740
27272	VR	Exploration	Inactive	56.650000	-129.983330
27273	Reg Claims	Exploration	Inactive	56.634170	-131.120560
27274	Unuk River	Target Outline	Inactive	56.604170	-130.360000
27275	GNC	Target Outline	Active	56.615980	-130.461520
27276	Jackson Ridge	Exploration	Inactive	38.967500	-112.330830
27278	Hoodoo/Inhini	Exploration	Inactive	56.666670	-128.666670
27279	Snippaker-Inhinni	Target Outline	Inactive	56.652890	-130.948120
27282	Kambalda	NA	Inactive	-31.297500	121.800000
27284	Okumpreko	Target Outline	Inactive	5.833060	-1.383330
27285	Maricunga	Operating	Temporarily On Hold	-27.551670	-69.295830
27289	Quartette and Duplex Tailings	Feasibility	Inactive	35.463060	-114.918610
27293	Iron King	Exploration	Inactive	34.705280	-112.089720
27294	Old Scotia	Exploration	Inactive	39.840830	-112.393330
27295	Mahoma	Reserves Development	Active	-34.158160	-58.064080
27309	Stadacona-East	Reserves Development	Active	48.215280	-79.023610
27313	Orion	Target Outline	Inactive	53.568890	-72.148330
27314	Powell-Rouyn	Target Outline	Inactive	48.262380	-79.050840
27316	Hardrock	Feasibility Complete	Active	49.676670	-86.917780
27319	Granada	Prefeas/Scoping	Active	48.179080	-79.025010
27320	Pinggu County	Operating	Inactive	40.268400	117.289240
27322	Ohman	Target Outline	Inactive	51.314170	-90.355000
27323	Hislop	Reserves Development	Care And Maintenance	48.496390	-80.291940
27325	Hyland	Reserves Development	Active	60.505000	-127.856670
27328	Ghost River	Target Outline	Inactive	48.457050	-79.853860
27329	PG102 Claims	Target Outline	Inactive	48.550000	-79.750000
27331	Sangold	Target Outline	Inactive	48.140000	-82.262780
27332	Wolf Lake	Target Outline	Inactive	46.851110	-80.635910
27334	Edwards	Reserves Development	Active	48.316670	-84.361940
27335	Kabenung	Target Outline	Inactive	48.179790	-85.414680
27336	Dryden	Exploration	Inactive	49.700000	-92.933330
27338	Little Stull Lake	Target Outline	Active	54.548000	-92.689040
27340	Meadowbank	Operating	Active	65.023890	-96.065830
27341	Mon	NA	Inactive	62.897220	-114.328330
27348	Molejon	Operating	Active	8.903370	-80.675780
27349	Aguas Claras	Reserves Development	Inactive	20.958850	-76.265850
27351	Simberi Island	Operating	Active	-2.779900	151.956370
27354	Torleven	Reserves Development	Inactive	-18.897500	29.785560
27356	Majestic	Operating	Active	-30.894000	121.937000
27359	Berens River	Reserves Development	Active	52.845000	-93.636940
27366	Brewery Creek	Prefeas/Scoping	Active	64.058020	-138.203790
27368	Nalesbitan	Closed	Inactive	14.100280	122.638060
27369	Famatina	Reserves Development	Inactive	-29.012640	-67.775040
27370	Mt Holland - Gold	Prefeas/Scoping	Active	-32.100000	119.777220
27372	Angel Claims	Target Outline	Inactive	49.633060	-124.350000
27373	Rodeo Creek	Target Outline	Active	40.933060	-116.328060
27375	Spruce Creek	Closed	Inactive	59.558610	-133.540000
27376	Pukaskwa River	Target Outline	Inactive	48.057212	-85.707879
27379	Leitch	Target Outline	Inactive	49.625710	-88.035690
27380	Moncada	Closed	Inactive	10.053860	-84.531870
27381	Upper Beaver	Prefeas/Scoping	Active	48.165000	-79.764170
27386	Turquetil	Target Outline	Inactive	62.068890	-95.878610
27387	Skaergaard	Reserves Development	Active	68.163200	-31.704460
27395	Dopanilhue Concessions	Target Outline	Inactive	-33.469160	-70.642000
27396	Hasloe	Exploration	Inactive	37.697500	-120.049170
27397	Antler Creek	Target Outline	Inactive	52.750000	-121.418060
27398	Kerimenge	Reserves Development	Inactive	-7.416670	146.716670
27400	Island Block	Closed	Inactive	-45.736670	169.469720
27403	A&P	NA	Inactive	45.648060	-111.984720
27406	Agnew/Lawlers	Operating	Active	-28.005200	120.505860
27407	Stawell	Residual Production	Care And Maintenance	-37.067500	142.807780
27408	Theil Well	Reserves Development	Inactive	-30.213890	120.961110
27410	Mara Rosa	Prefeas/Scoping	Active	-13.978890	-49.179710
27412	Big Four	Target Outline	Active	-30.156786	121.193106
27414	Tilt Cove	Operating	Care And Maintenance	49.882220	-55.628060
27418	Southwin	Reserves Development	Inactive	62.366670	-94.631940
27419	Max	Target Outline	Inactive	51.140560	-119.811940
27420	Beijing	Reserves Development	Inactive	40.600000	116.650000
27421	America/Stedman	Reserves Development	Inactive	34.394910	-115.742190
27424	Camel Creek	Closed	Inactive	-18.820000	145.562220
27427	Fazenda Maria Preta	Operating	Inactive	-10.994880	-39.304920
27428	Wang Nua	Feasibility	Inactive	19.163270	99.578440
27429	Penjom	Operating	Active	4.140830	101.985560
27431	Betts Cove	Target Outline	Inactive	49.811670	-55.806390
27433	Loma La Nandita	Exploration	Inactive	18.655280	-70.164440
27434	Edikan	Operating	Active	5.970560	-1.909170
27436	REN	Reserves Development	Inactive	65.383890	-112.952500
27437	Lone Tree	Satellite	Active	40.833060	-117.209440
27440	Santa Lucia	Target Outline	Inactive	32.600000	-115.783330
27445	Geraldton Tailings	Reserves Development	Inactive	49.733330	-86.966670
27447	Hope Bay	Exploration	Inactive	68.119170	-106.708330
27448	Holloway	Operating	Care And Maintenance	48.522560	-79.746980
27450	Holmes	Exploration	Inactive	47.966670	-80.566670
27451	Myrt Lake	Exploration	Inactive	62.796110	-113.223330
27452	Red Mountain	Feasibility Started	Active	55.965810	-129.692710
27456	Dixie Lake	Reserves Development	Active	50.849377	-93.624274
27458	Blue Quartz	Target Outline	Inactive	48.608680	-80.354450
27459	Akaiwong	Reserves Development	Inactive	6.593720	-59.565880
27463	Meadow Lake	Exploration	Inactive	44.896320	-118.216490
27464	Grouse Creek	Exploration	Inactive	44.330560	-118.242780
27466	Saganaga Lake	Reserves Development	Active	48.281080	-90.864640
27469	Little Bay	Exploration	Inactive	49.596110	-55.945280
27471	Courville	Reserves Development	Active	48.295000	-77.367780
27473	Hachita	Target Outline	Inactive	31.916670	-109.000000
27476	Muruntau	Operating	Active	41.495000	64.580000
27477	Mokrsko	Feasibility	Inactive	49.716670	14.416670
27478	Maria Preta	Closed	Inactive	-10.933330	-39.366670
27479	Xincheng	Expansion	Active	37.401780	120.130220
27481	Matachewan Tailings	Target Outline	Inactive	48.140830	-80.676220
27483	Luoning	Operating	Active	34.181940	111.548610
27488	Kelle Placer	Reserves Development	Inactive	-0.055560	14.495560
27491	Gossan	Target Outline	Inactive	56.592500	-130.958610
27493	Malmani	Feasibility	Inactive	-25.685560	25.904180
27494	Spring Hill	Reserves Development	Active	-13.603890	131.718890
27498	Po River	Operating	Inactive	45.410830	8.838610
27499	Campanilla	Operating	Inactive	-4.046110	-78.791430
27502	King of the Hills	Satellite	Active	-28.668890	121.163890
27503	Hatters Hill	Target Outline	Inactive	-32.993060	119.278440
27504	Northern Lady	Closed	Inactive	-30.500500	121.208810
27505	Bergalia	Reserves Development	Inactive	-35.982220	150.101110
27506	Empire	Reserves Development	Inactive	-28.616110	118.843060
27507	Curva Grande	Reserves Development	Inactive	-3.416670	-79.600000
27510	Mack	Grassroots	Inactive	59.272500	-129.704170
27511	Oxford Lake	Reserves Development	Active	54.806370	-95.892550
27513	Beta Vargas	Closed	Inactive	10.176110	-84.904170
27514	Blanket Mine	Expansion	Active	-20.845160	28.909590
27515	Golden Kopje	Reserves Development	Inactive	-17.475000	30.066670
27518	Signal Hill	Reserves Development	Inactive	-21.459170	27.864200
27521	White Rock	Target Outline	Inactive	40.600000	-107.016670
27526	Croagh Patrick	Reserves Development	Inactive	53.319720	-8.204000
27527	Pt Diah Mesa Jaya	Closed	Inactive	-6.861670	106.303610
27528	Cikondang	Reserves Development	Inactive	-7.388150	107.046090
27532	Dorie	NA	Inactive	38.036940	-108.117780
27533	Dixie-Comstock	Target Outline	Inactive	39.865560	-118.016670
27534	Springpole	Prefeas/Scoping	Active	51.396000	-92.289000
27538	Rio Santiago	NA	Inactive	0.851670	-78.799720
27540	Quartz Mountain	Reserves Development	Inactive	43.423650	-117.505300
27546	Von Brandis	Reserves Development	Inactive	-25.170280	31.065010
27547	Tick Hill	Prefeas/Scoping	Active	-21.650280	139.926940
27548	Grabova Reka	Feasibility	Inactive	44.157860	21.923900
27549	Volujski Kljuc	Target Outline	Inactive	44.481010	21.803490
27550	Sveta Barbara	Target Outline	Inactive	44.433840	21.853120
27551	River Pek	Exploration	Inactive	44.473000	21.761000
27552	Giant Tailings	Closed	Inactive	-18.141940	30.133330
27553	Commoner	Closed	Inactive	-18.753610	28.409880
27556	Lake Carey	Exploration	Inactive	-28.972220	121.984600
27557	Grants Patch	Closed	Inactive	-30.504730	121.153210
27558	Kathleen Valley	Residual Production	Rehabilitation	-27.531320	120.556960
27560	Nevada Operations	Expansion	Active	40.908490	-116.314670
27566	Reese River	Exploration	Inactive	40.419170	-117.211110
27567	Indigo	Exploration	Inactive	46.863060	-112.824720
27568	Elizabeth	Exploration	Inactive	51.033330	-122.500000
27570	Corner Lake	Reserves Development	Active	56.173120	-103.926900
27571	Osilinka	Target Outline	Inactive	56.063060	-125.358610
27574	Pimenton	Operating	Active	-32.487330	-70.202450
27575	Golden Stranger	Target Outline	Inactive	57.369170	-127.352220
27577	Randsburg Placer	Target Outline	Inactive	35.535280	-117.857830
27578	Rainbow Hill	Target Outline	Active	63.178890	-147.237780
27579	Slumbering Hills	Exploration	Inactive	41.216000	-117.985150
27580	Rayjax	Feasibility	Inactive	-30.770280	121.125000
27581	Atlanta	Target Outline	Inactive	38.750000	-105.166670
27582	Washington Dome	Target Outline	Inactive	37.121670	-113.453060
27583	Corrego do Sitio	Satellite	Active	-20.015790	-43.508830
27584	Bet	Exploration	Inactive	37.750720	-115.944190
27585	Blue Gouge	Target Outline	Inactive	38.716670	-120.400000
27588	Cruce	Exploration	Inactive	32.730830	-110.862500
27590	Morning Glory	Target Outline	Inactive	45.128610	-113.832590
27591	Wild Rose	Target Outline	Inactive	40.841420	-118.672510
27592	Bonanza Dome	Exploration	Inactive	65.511110	-145.298060
27593	Rocky Bar	Reserves Development	Inactive	43.679720	-115.288060
27594	Golden West	Target Outline	Inactive	34.233810	-113.979740
27595	Sunbeam	Target Outline	Inactive	41.516670	-112.133060
27596	Great Basin	Exploration	Inactive	39.760280	-115.517500
27597	Stockade	Target Outline	Inactive	43.290560	-118.049720
27598	Trojan	Reserves Development	Inactive	-30.895560	122.046940
27599	Ovacik	Operating	Active	39.078060	27.070000
27600	Battle Mountain Ridge Claims	Reserves Development	Active	40.631660	-117.158320
27601	Mariposa Canyon	Exploration	Inactive	38.666670	-117.016670
27602	Double A	Exploration	Inactive	-28.153330	121.295490
27607	Gidji	Reserves Development	Inactive	-30.589800	121.395600
27608	Grace Darling	Closed	Inactive	-30.393890	121.317780
27609	Quartz Mountain Basin	Exploration	Inactive	43.481940	-117.440280
27613	Ripper	Exploration	Inactive	40.483060	-118.066670
27614	Railroad-Pinion	Reserves Development	Active	40.464910	-116.000590
27615	Line Claims	Exploration	Inactive	38.986620	-117.817340
27618	Jena	Operating	Active	-18.875000	29.158330
27627	Kalgoorlie South	Reserves Development	Inactive	-30.895000	121.540000
27628	Quamby	Operating	Inactive	-20.383330	140.150000
27637	Philibert	Reserves Development	Active	49.470760	-74.612000
27639	Miners	Target Outline	Inactive	41.353610	-116.438920
27641	Sukut	Target Outline	Inactive	9.369440	-82.976390
27642	Valdez	Reserves Development	Inactive	64.060000	-148.163060
27652	Mitzi	Exploration	Inactive	55.071390	-124.461940
27657	Dorothy Dobie	Reserves Development	Active	51.421390	-91.304440
27660	Coldstream	Reserves Development	Active	48.597790	-90.591710
27661	Maggie Creek Mineral Lease	Exploration	Active	40.785000	-116.218330
27662	Monument Bay	Prefeas/Scoping	Active	54.421170	-92.872620
27667	Plumas	Feasibility	Inactive	39.783330	-120.833330
27668	Beaton's Creek	Reserves Development	Inactive	-21.871110	120.101110
27669	Cangshang	Closed	Inactive	37.067780	119.217220
27670	North Shaw	NA	Inactive	-21.330930	119.374610
27671	Beaufort	Target Outline	Inactive	-37.410000	143.441940
27675	Iroco	Reserves Development	Inactive	-17.976940	-67.167380
27683	Elk Peak	Closed	Inactive	47.299180	-109.090490
27684	Inyo	Target Outline	Inactive	36.533330	-117.950000
27686	Neel-Jacobsen	Exploration	Inactive	47.416670	-120.366670
27687	Sou Hills	Target Outline	Inactive	40.102220	-117.749170
27688	Lincoln	Exploration	Inactive	43.848780	-116.336470
27690	Bivens Creek	Exploration	Inactive	45.448330	-112.019440
27691	Aurora	Exploration	Inactive	38.290280	-118.886670
27692	Lakewater	Exploration	Inactive	56.616670	-130.500000
27693	Big Giant	Exploration	Inactive	43.619720	-116.031940
27694	Betty O'Neal	Exploration	Inactive	40.455280	-116.888610
27695	Stoner Claims	Exploration	Inactive	56.031000	-130.034000
27697	Columbia	Exploration	Inactive	39.121160	-119.619370
27698	Nevada Chance	Target Outline	Inactive	40.833890	-118.648610
27699	Gold Hill	Target Outline	Inactive	43.730000	-116.041930
27700	Advance	Target Outline	Inactive	41.338330	-123.023330
27701	Moondust	Exploration	Inactive	41.333330	-117.716670
27702	Battle North	Exploration	Inactive	40.645280	-117.007780
27705	West Bullion	Exploration	Inactive	40.463110	-116.003630
27707	Roadrunner	Target Outline	Inactive	35.800000	-114.183330
27711	Maltby's	Reserves Development	Inactive	45.533330	-111.775000
27716	Maggie Creek	Exploration	Inactive	40.785000	-116.221110
27717	Chandler	Exploration	Inactive	44.307500	-117.043330
27719	Shasta Creek	Exploration	Inactive	44.620560	-118.048610
27720	Baxter Springs	Target Outline	Inactive	38.461390	-117.076390
27722	Menzies	Target Outline	Inactive	-29.698890	121.035000
27723	Bay Horse	Closed	Inactive	-17.950000	29.133330
27724	Bembesi Goldfields	Limited Production	Active	-19.631560	28.657830
27725	Troilus	Reserves Development	Active	51.004753	-74.483950
27726	Conglomerate Lake	Target Outline	Inactive	49.972500	-87.744720
27737	Promise	Reserves Development	Inactive	-30.949170	121.895710
27746	Turmalina	Operating	Active	-19.742500	-44.875830
27758	Lindsay Mines	Target Outline	Inactive	48.788890	-91.388330
27759	Donlin	Feasibility Complete	Active	62.075950	-158.347920
27760	Gold Hill	Target Outline	Inactive	45.750000	-112.500000
27763	Oscar	Target Outline	Inactive	40.788700	-118.683530
27764	Buffalo Hump	Exploration	Inactive	39.160560	-117.807780
27765	Golden Raft	Exploration	Inactive	34.059050	-114.242640
27766	Golden 1-8	Exploration	Inactive	39.854300	-118.738780
27767	Leesburg	Target Outline	Inactive	45.217390	-114.126530
27768	South Fork	Exploration	Inactive	40.662780	-115.761110
27769	Flume Creek	Target Outline	Inactive	64.989040	-142.431600
27770	Vinasale	Reserves Development	Active	62.710000	-155.690000
27771	Summit	Exploration	Inactive	39.105560	-117.805830
27774	Buffalo Hills	Exploration	Inactive	40.920560	-119.430280
27776	Evergreen	Target Outline	Inactive	41.312780	-123.331670
27777	Dixie Creek	Target Outline	Active	40.716670	-116.100000
27778	Mining Brook	Target Outline	Inactive	45.499280	-70.800350
27782	Marudi Mountain	Reserves Development	Active	2.250000	-59.166670
27783	Antipolo	Prefeas/Scoping	Inactive	13.766200	121.196360
27793	Gordon Lake	Target Outline	Inactive	63.266670	-112.916670
27794	Hannandor	Closed	Inactive	53.020560	-122.022780
27795	Haggart Creek	NA	Inactive	64.013530	-135.850930
27798	KC	Exploration	Inactive	55.518890	-125.141670
27799	Lucas	Target Outline	Inactive	48.766670	-81.333330
27800	Santa Anna	Reserves Development	Active	48.772430	-79.417760
27801	Raven #1	Exploration	Inactive	50.598060	-122.166670
27802	Meliadine East	Reserves Development	Inactive	62.926670	-92.178060
27810	Sian/Praso	Reserves Development	Active	6.547040	-0.825720
27811	Rio de Oro	Target Outline	Inactive	15.266780	121.199290
27812	Gunda Oro	Target Outline	Inactive	15.284440	121.098610
27816	Paracatu River	Closed	Inactive	-17.194500	-46.880410
27820	Tewah	Reserves Development	Inactive	-1.933060	113.916670
27821	Sambas	Closed	Inactive	1.769440	109.340560
27822	Del Carmen	Prefeas/Scoping	Active	-30.034240	-69.876130
27832	Rouyn-Noranda	Exploration	Inactive	48.363890	-79.136390
27833	Clogau	Closed	Inactive	52.778610	-3.984170
27838	Orivesi	Operating	Active	61.652780	24.158890
27843	Kemess South	Closed	Care And Maintenance	57.005560	-126.748890
27844	Troitsa Peak	Target Outline	Inactive	53.565560	-127.055280
27855	Nevada	Exploration	Inactive	38.802030	-116.419730
27856	Sphaler Creek	Exploration	Inactive	56.748060	-131.278490
27857	Cadia Hill	Operating	Care And Maintenance	-33.456610	148.996570
27858	Breakaway	Exploration	Inactive	-29.701390	121.242780
27860	Dobroyde	Target Outline	Inactive	-34.761670	147.651110
27861	Sibatang	Exploration	Inactive	7.861940	123.371110
27862	Timbarra	Closed	Inactive	-29.130560	152.315000
27863	Two Boys	Reserves Development	Inactive	-31.742950	121.726260
27864	Dominion Creek	Closed	Inactive	63.633390	-138.683820
27871	Kings Canyon	Exploration	Inactive	39.077080	-113.662280
27872	Moneta	NA	Inactive	48.469720	-81.324720
27874	Porphyry Creek	Exploration	Inactive	56.451940	-125.993610
27875	Gweru	Operating	NA	-19.611950	29.983740
27880	Bharat	Reserves Development	Active	12.900670	78.261230
27881	Hikiji	Exploration	Inactive	33.243330	131.159720
27882	Bakoudou	Feasibility	Inactive	-1.874440	13.207220
27883	Tirek	Operating	Temporarily On Hold	21.532320	2.570350
27884	Golden River	Exploration	Inactive	14.250280	122.799170
27885	Capas	Exploration	Inactive	15.300000	120.383330
27886	Cloverleaf	Exploration	Inactive	44.273610	-103.668330
27887	Itogon-Suyoc	Preproduction	Active	16.351110	120.667220
27888	Hsk Project	Exploration	Inactive	48.070280	-81.365830
27889	Republic	Target Outline	Inactive	48.637500	-118.746110
27890	Connors Arch	Reserves Development	Inactive	-22.863890	149.435000
27891	Rosario de Araca	Target Outline	Inactive	-16.898280	-67.501120
27892	Nelly	Reserves Development	Inactive	-15.542180	-68.004450
27893	Achachucani	Reserves Development	Inactive	-18.915155	-66.711895
27894	San Jorge	Operating	Inactive	-15.334410	-68.509520
27895	Lofflin	Target Outline	Inactive	35.633060	-79.800000
27896	Yilgarn Star	Satellite	NA	-31.526110	119.668060
27897	Medianandi	Reserves Development	Inactive	12.563890	-11.383330
27898	Berreiro	Target Outline	Inactive	-25.420040	-49.265090
27899	Motapa	Reserves Development	Active	-19.266670	28.583330
27902	Pickstone Peerless	Operating	Active	-18.294170	30.214010
27903	Barbara/Surprise	Reserves Development	Inactive	-30.963890	121.246940
27905	Dipore	Limited Production	Inactive	7.831940	122.964170
27906	Susugin	Reserves Development	Inactive	14.677480	121.159580
27907	Marda	Feasibility Started	Active	-29.734060	119.431830
27909	Sabi	Operating	Active	-20.365290	30.122140
27910	Cerro Casale	Feasibility Complete	Active	-27.790560	-69.299440
27911	How	Operating	Active	-20.305790	28.776830
27912	Hope Fountain	Reserves Development	Inactive	-20.266670	28.666670
27913	Johnstone Range	Reserves Development	Inactive	-29.476110	119.326110
27914	Tarkwa	Expansion	Active	5.333600	-2.001880
27915	Lindum Reefs	Operating	Inactive	-26.016670	27.733500
27916	Baco	Feasibility	Inactive	16.381390	120.643610
27917	Echandia	Reserves Development	Inactive	5.477680	-75.604840
27919	Siana	Operating	Active	9.537670	125.570620
27920	Suricon Goldfields	Reserves Development	Inactive	9.541090	125.578860
27921	Botanamo	Target Outline	Inactive	6.771110	-61.153190
27922	La Camorra	Closed	Inactive	6.762610	-61.537110
27923	Vueltas del Rio	Closed	Rehabilitation	15.213060	-88.549170
27924	Minoro	Reserves Development	Inactive	14.985560	-87.541970
27925	San Luis	Reserves Development	Inactive	29.983330	-110.566670
