Row Labels,Month,Day,Payloads,Paytons,CycleTime_Sum_Minutes,Traveling_Sum_Minutes,Waiting_Sum_Minutes,Spotting_Sum_Minutes,Loading_Sum_Minutes,Hauling_Sum_Minutes,Queued_Sum_Minutes,Backing_Sum_Minutes,Tipping_Sum_Minutes
403,2,23,11,1993.699997,658.15,164.1833333,47.13333333,4.983333333,45.65,374.35,11.76666667,3.75,6.333333333
403,2,24,5,973.2999878,127.8666667,46.68333333,6.333333333,2.633333333,13.46666667,53.91666667,1.083333333,1.433333333,2.316666667
403,2,24,5,924.2999725,135.65,50.36666667,10.05,1.083333333,9.316666667,59.88333333,1.016666667,1.883333333,2.05
403,2,24,7,1228.700012,199,96.25,19.75,1.866666667,14.71666667,59.9,1.233333333,1.283333333,4
403,2,24,8,1510.899979,399.7833333,112.3166667,17.41666667,2.2,22.51666667,228.7666667,5.9,5.866666667,4.8
403,2,25,5,967.2000122,171.4,63.9,16.86666667,3.783333333,9.1,71.25,0.416666667,2.733333333,3.35
403,2,25,7,1148.300034,173.8666667,55.95,4.516666667,3.183333333,14.01666667,88.63333333,0.9,2.566666667,4.1
403,2,25,2,365.9000092,72.85,27.65,5.066666667,0.55,7.416666667,31.6,0,0,0.566666667
403,2,25,2,363.8999939,49.81666667,19.95,4.183333333,0.166666667,7.133333333,17.03333333,0.35,0.433333333,0.566666667
403,2,25,7,1301.200012,348.8333333,73.13333333,13.98333333,2.383333333,22.53333333,220.4166667,10.51666667,2.533333333,3.333333333
403,2,26,2,389.1000061,70.93333333,30.6,3.966666667,0.216666667,6.266666667,26.45,0.116666667,0.733333333,2.583333333
403,2,26,5,967.9000244,218.3166667,79.25,29.4,1.6,12.78333333,92.33333333,0.05,0.016666667,2.883333333
403,2,26,1,185.8999939,39.06666667,18.9,4.666666667,0.266666667,2.766666667,11.11666667,0.05,0.6,0.7
403,2,26,12,2229.400024,706.7666667,193.8,48.45,12.7,35.28333333,400.05,2.983333333,5.766666667,7.733333333
403,2,27,2,401.7999878,56.63333333,25.3,4.266666667,1.083333333,4.433333333,18.56666667,0.183333333,0.3,2.5
403,2,27,2,347.1000061,67.01666667,36.26666667,0.033333333,0.333333333,2.433333333,24.2,0.15,0.633333333,2.966666667
403,2,27,2,371.3999939,70.61666667,33.86666667,0.133333333,0.483333333,4.083333333,29.66666667,0.4,1,0.983333333
403,2,27,2,380,61.58333333,27.43333333,4.016666667,0.5,5.466666667,20.31666667,0.15,0.833333333,2.866666667
403,2,27,2,397.8999939,68.68333333,29,4.316666667,0.216666667,3.9,29.06666667,0.116666667,0.9,1.166666667
403,2,27,14,2608.799988,745.5,205.35,25.28333333,5.166666667,40.48333333,446.6833333,2.65,5.05,14.83333333
403,2,28,1,195.1999969,34.38333333,18.83333333,2.233333333,0.65,2.183333333,8.683333333,1.216666667,0,0.583333333
403,2,28,4,736.0000153,127.6166667,38.91666667,13.2,4.8,12.76666667,54.13333333,0.2,1.766666667,1.833333333
403,2,28,1,193.3999939,26.28333333,5.583333333,0.033333333,0.933333333,1.95,16.01666667,0.05,1.05,0.666666667
403,2,28,1,189,34.98333333,17.36666667,5.433333333,0.333333333,3.366666667,6.85,0.116666667,0.633333333,0.883333333
403,2,28,2,374.7999878,78.28333333,27.46666667,17.3,0.016666667,7.1,20.55,1.3,3.366666667,1.183333333
403,2,28,6,1129.600037,216.4333333,69.83333333,24.33333333,3.45,17.31666667,95.66666667,1.466666667,1.333333333,3.033333333
403,2,28,5,941.1999969,247.5833333,87.23333333,6.266666667,3.133333333,15.78333333,127.6,2.133333333,2.35,3.083333333
403,2,29,2,364.8999939,76.13333333,34.11666667,2.5,0.833333333,5.8,30.55,0.416666667,0.866666667,1.05
403,2,29,15,2808.799973,874.75,303.9333333,38.75,3.816666667,38.25,465.1166667,5.916666667,8.716666667,10.25
403,3,1,3,590.9000092,81.25,36.75,5.25,0.933333333,12.33333333,20.58333333,2.766666667,1.2,1.433333333
403,3,1,5,897.0999908,165.8666667,74.23333333,11.36666667,3.6,10.13333333,60.15,0.283333333,2.416666667,3.683333333
403,3,1,2,389.5,80.95,38.75,7.9,0.25,6.216666667,26.96666667,0,0,0.866666667
403,3,1,5,885.4000244,85.73333333,35.73333333,7.216666667,1.2,8.333333333,31.65,0,0.033333333,1.566666667
403,3,1,12,2201.599976,662.7166667,224.95,18.01666667,2.5,28.76666667,368.6,5.8,6.916666667,7.166666667
403,3,2,3,529.9000244,100.7833333,45.11666667,15.7,1.416666667,8.833333333,25.6,0.166666667,2.383333333,1.566666667
403,3,2,4,727.7000122,137.8166667,60.95,23.3,1.733333333,11.58333333,36.51666667,0.35,1.383333333,2
403,3,2,1,198.8000031,38,16,1.316666667,0.783333333,1.9,17.08333333,0,0,0.916666667
403,3,2,1,196.1999969,45.43333333,19.33333333,8.016666667,0.95,5.75,9.85,0.483333333,0,1.05
403,3,2,3,533.1999969,104.8166667,32.53333333,20.46666667,0.883333333,10.26666667,39.31666667,0,0.016666667,1.333333333
403,3,2,1,173.1999969,48.23333333,18.58333333,9.633333333,0.416666667,2.933333333,15.28333333,0.066666667,0.333333333,0.983333333
403,3,2,2,358.2999878,54.15,25.43333333,5.433333333,0.616666667,5.716666667,12.78333333,2.083333333,0.666666667,1.416666667
403,3,2,11,2043.000046,625.2833333,193.2,39.93333333,1.816666667,34.58333333,332,11.45,5,7.3
403,3,3,2,374.8999939,57.95,23.51666667,1.683333333,0.6,12.96666667,17.21666667,0.35,0.5,1.116666667
403,3,3,5,907.0999908,132.8333333,54.33333333,9.1,1.716666667,12.51666667,50.06666667,0.633333333,1.833333333,2.633333333
403,3,3,1,183.3000031,41.83333333,25.31666667,0.016666667,0,1.966666667,13.9,0,0,0.633333333
403,3,3,1,188.1999969,35.03333333,16.81666667,5.183333333,0.3,2.15,8.85,1.15,0,0.583333333
403,3,3,6,1117.400024,151.8,69.26666667,14.01666667,3.65,12.15,49.01666667,0,0,3.7
403,3,3,1,193.3000031,32.05,20.71666667,0.083333333,0.2,3.15,7.9,0,0,0
