,stop_type,year,postcode,long,lat,neighbourhood,locality,total,nutrient_ratio,perishable_ratio
0,Delivery,2010,L5G 4L8,-79.561661,43.5713346,Lakeview,Mississauga,8375,0.37958217117438886,0.20768062080153854
1,Delivery,2010,M1E 1W7,-79.1940008,43.7584566,West Hill,Toronto,32705,0.7895973801262571,0.0860598232624887
2,Delivery,2010,M1E 1X2,-79.1962927,43.7641476,West Hill,Toronto,5957,0.45552910035768396,0.08182563164571374
3,Delivery,2010,M1E 1Z9,-79.18994570000001,43.7647255,West Hill,Toronto,27764,0.36398875067836356,0.12312852096176713
4,Delivery,2010,M1E 2R9,-79.19585190000001,43.766545799999996,West Hill,Toronto,22975,0.5003698734131816,0.11304030117291636
5,Delivery,2010,M1E 2S2,-79.1931192,43.7665071,West Hill,Toronto,1440,0.0,0.0
6,Delivery,2010,M1G 1R2,-79.2111007,43.7626001,Woburn,Toronto,6532,0.40259643105159054,0.10544851992373976
7,Delivery,2010,M1H 3H7,-79.22379140000001,43.7561157,Woburn,Toronto,7515,0.4626384480575491,0.059861620564733466
8,Delivery,2010,M1K 1M2,-79.25762490000001,43.717889299999996,Kennedy Park,Toronto,8752,0.4197539105925661,0.10219713792281386
9,Delivery,2010,M1K 2B5,-79.2666098,43.727474900000004,Scarborough Junction,Toronto,11303,0.5066450074777299,0.07368712849308913
10,Delivery,2010,M1K 2N8,-79.2681072,43.73183529999999,Ionview,Toronto,8660,0.2648026909474958,0.06605212559422095
11,Delivery,2010,M1K 3G2,-79.26220550000001,43.7266137,Scarborough Junction,Toronto,5134,0.57172299791853,0.06178486984052869
12,Delivery,2010,M1K 4C9,-79.2567439,43.7283166,Kennedy Park,Toronto,1445,0.19721548292976862,0.09268707482993198
13,Delivery,2010,M1M 1P2,-79.2315459,43.7266657,Cliffcrest,Toronto,4261,0.1340894792996983,0.05354998667842897
14,Delivery,2010,M1M 3L7,-79.2327796,43.727227,Cliffcrest,Toronto,11580,0.5425670188182048,0.15039847947224608
15,Delivery,2010,M1M 3W1,-79.2318654,43.725373100000006,Cliffcrest,Toronto,11985,0.5664489589965669,0.08192393436618306
16,Delivery,2010,M1N 1Z9,-79.2719828,43.687777000000004,Birch Cliff,Toronto,28310,0.42326607535577004,0.15984213879542122
17,Delivery,2010,M1P 2T9,-79.25092959999999,43.7551421,Bendale,Toronto,12616,0.47116498506261195,0.12885738213370515
18,Delivery,2010,M1S 1T4,-79.27929300000001,43.784302600000004,Agincourt,Toronto,21757,0.36228588057187844,0.1269970587804154
19,Delivery,2010,M1T 2Z7,-79.304126,43.797736799999996,L'Amoreaux,Toronto,29837,0.37771226298290084,0.17284816585965995
20,Delivery,2010,M2J 3C1,-79.3488439,43.7785846,Don Valley Village,Toronto,9610,0.3936176546964858,0.12668180546633268
21,Delivery,2010,M2M 4G8,-79.4167597,43.781098799999995,Newtonbrook,Toronto,3300,0.32181223554319904,0.058798428878520416
22,Delivery,2010,M2R 3J3,-79.44691879999999,43.781025299999996,Newtonbrook,Toronto,8810,0.4802145689065608,0.06909882372171919
23,Delivery,2010,M3A 1A3,-79.32472709999999,43.73799520000001,Victoria Village,Toronto,97760,0.4501846891187127,0.10640360007778388
24,Delivery,2010,M3C 2C3,-79.34849179999999,43.7320888,Don Mills,Toronto,33380,0.45261715202907676,0.1592925585456954
25,Delivery,2010,M3C 3S4,-79.33617009999999,43.7149396,Flemingdon Park,Toronto,20980,0.44591968208891547,0.12967871192086503
26,Delivery,2010,M3L 2L7,-79.4997392,43.7444183,Jane and Finch,Toronto,1835,0.2992753623188406,0.10579268292682927
27,Delivery,2010,M3N 1H6,-79.5180127,43.748181200000005,Jane and Finch,Toronto,3265,0.3147304583520886,0.10104166666666665
28,Delivery,2010,M3N 1H7,-79.5239859,43.7475487,Jane and Finch,Toronto,19760,0.4080085402348143,0.23728878459226468
29,Delivery,2010,M3N 1J4,-79.5129176,43.7487465,Jane and Finch,Toronto,7305,0.34140780525809306,0.13779395943123993
30,Delivery,2010,M3N 2K3,-79.5185398,43.765251899999996,Black Creek,Toronto,1700,0.3578777936940683,0.07196217057129216
31,Delivery,2010,M3N 2Y2,-79.5171342,43.7580179,Jane and Finch,Toronto,17685,0.48334824204149934,0.16779230103821713
32,Delivery,2010,M4C 1K3,-79.3097609,43.6866786,Woodbine - Lumsden,Toronto,4270,0.291376411661515,0.09987320650364127
33,Delivery,2010,M4C 4C4,-79.3139869,43.6876696,Woodbine Heights,Toronto,6320,0.6118878484840665,0.0617907764278732
34,Delivery,2010,M4C 4E1,-79.31504340000001,43.6916213,Woodbine Heights,Toronto,11550,0.5644363850240341,0.16187261743482206
35,Delivery,2010,M4J 1L2,-79.34180309999999,43.6793224,Riverdale,Toronto,38875,0.4747585031179976,0.111844547767422
36,Delivery,2010,M4J 1L4,-79.3425512,43.679281599999996,The Danforth,Toronto,5800,0.4792584721409772,0.13738168610645138
37,Delivery,2010,M4J 1M5,-79.3337056,43.6809321,Riverdale,Toronto,210,0.2857142857142857,0.0
38,Delivery,2010,M4K 2B1,-79.3495479,43.686570399999994,Broadview North,Toronto,25515,0.48360634254638146,0.09470366516513254
39,Delivery,2010,M4K 3W5,-79.3495479,43.690719200000004,Old East York,Toronto,6554,0.5036871860460129,0.09204870452413906
40,Delivery,2010,M4L 1Z1,-79.3255193,43.671640000000004,Leslieville,Toronto,8360,0.47788237564901087,0.07122390378348065
41,Delivery,2010,M4M 1J9,-79.3396028,43.660958,Leslieville,Toronto,5757,0.4568117121282844,0.06531284278431272
42,Delivery,2010,M4M 1X1,-79.3463797,43.6661164,Riverdale,Toronto,9219,0.3531747102845445,0.21023023978675634
43,Delivery,2010,M4M 2E9,-79.34989990000001,43.659924200000006,Riverside,Toronto,22965,0.5768857568312604,0.10035664545972972
44,Delivery,2010,M4M 2R9,-79.3396908,43.659557899999996,Leslieville,Toronto,1885,0.24141591902461468,0.017391304347826087
45,Delivery,2010,M4T 1C1,-79.3910772,43.6845359,Midtown Toronto,Toronto,5160,0.3843540818010912,0.040146821907362476
46,Delivery,2010,M4V 1T3,-79.3967069,43.6901009,Midtown Toronto,Toronto,4820,0.39053175691393766,0.13486019376635985
47,Delivery,2010,M4W 2H2,-79.3877344,43.6737001,Midtown Toronto,Toronto,4340,0.441477092408683,0.09391926869893842
48,Delivery,2010,M4X 1C1,-79.369523,43.6664354,Downtown,Toronto,3195,0.5308606817819242,0.05661486467702912
49,Delivery,2010,M4X 1G6,-79.37172259999998,43.6690876,Downtown,Toronto,5320,0.3477765777656473,0.06233524523926149
50,Delivery,2010,M4X 1N4,-79.37225059999999,43.6698783,Downtown,Toronto,3335,0.4569988899131673,0.09065196406968559
51,Delivery,2010,M4Y 1J7,-79.3857111,43.66602460000001,Downtown,Toronto,3902,0.37502506577777345,0.021645021645021644
52,Delivery,2010,M4Y 1R9,-79.38465550000001,43.6685942,Downtown,Toronto,4966,0.28257914639513,0.16029062499869143
53,Delivery,2010,M4Y 2C9,-79.38078459999998,43.6661564,Downtown,Toronto,1905,0.4057111069484013,0.22931636674520928
54,Delivery,2010,M4Y 2K4,-79.3770895,43.6671445,Downtown,Toronto,2226,0.48216626761650455,0.1157106103551601
55,Delivery,2010,M5A 1S1,-79.3721626,43.6537839,Downtown,Toronto,12356,0.5364801147233395,0.08760322073029715
56,Delivery,2010,M5A 1T3,-79.3628358,43.6561715,Downtown,Toronto,62031,0.5183788284717606,0.07360830097610362
57,Delivery,2010,M5A 1V2,-79.35773209999999,43.657323600000005,Downtown,Toronto,19183,0.3067400675219469,0.10273352737714182
58,Delivery,2010,M5A 1X6,-79.36116390000001,43.6583128,Downtown,Toronto,0,0.0,0.0
59,Delivery,2010,M5A 2A2,-79.3702269,43.658198999999996,Downtown,Toronto,27500,0.47466371516271794,0.09794693534530526
60,Delivery,2010,M5A 2A8,-79.3668834,43.659516499999995,Downtown,Toronto,13385,0.4298384760727312,0.0864510659261084
61,Delivery,2010,M5A 2B1,-79.3665314,43.659187,Downtown,Toronto,34505,0.5162161721758186,0.0748189744682269
62,Delivery,2010,M5A 2B7,-79.36151590000001,43.660125,Downtown,Toronto,18060,0.4708444797069916,0.1227540778098522
63,Delivery,2010,M5A 2C6,-79.36538759999999,43.6613778,Downtown,Toronto,16802,0.43608717847740386,0.08858110374472619
64,Delivery,2010,M5A 2E5,-79.37277850000001,43.6608846,Downtown,Toronto,4570,0.5451859683899667,0.06347393407022738
65,Delivery,2010,M5A 2E6,-79.3713707,43.6616422,Downtown,Toronto,15740,0.3724165742272808,0.07016061303643967
66,Delivery,2010,M5A 2G2,-79.36917109999999,43.6621032,Downtown,Toronto,7467,0.49749416210763125,0.1026425807622485
67,Delivery,2010,M5A 2G7,-79.3657395,43.6625968,Downtown,Toronto,21400,0.449624355071557,0.18477394946620024
68,Delivery,2010,M5A 2J3,-79.36217579999999,43.664226899999996,Downtown,Toronto,4580,0.34943343294015367,0.08189831546849412
69,Delivery,2010,M5A 2L1,-79.36961099999999,43.6641458,Downtown,Toronto,3495,0.5738931912051785,0.13391758882405155
70,Delivery,2010,M5A 2R6,-79.37084279999999,43.654920600000004,Downtown,Toronto,6635,0.45658382067966247,0.05467243701948224
71,Delivery,2010,M5A 2V2,-79.3665314,43.654442200000005,Downtown,Toronto,14013,0.5933707037498004,0.08028422924690985
72,Delivery,2010,M5A 2Z4,-79.36459559999999,43.6564848,Downtown,Toronto,2105,0.322178086984739,0.12537362461275506
73,Delivery,2010,M5A 3A4,-79.36609150000001,43.658775,Downtown,Toronto,720,0.0,0.0
74,Delivery,2010,M5A 3J7,-79.358788,43.6560883,Downtown,Toronto,30716,0.457230876237869,0.10068212605445036
75,Delivery,2010,M5A 3N1,-79.3563241,43.6554122,Downtown,Toronto,7974,0.472949330994493,0.19643738992150428
76,Delivery,2010,M5A 3P1,-79.35694009999999,43.659102600000004,Downtown,Toronto,34280,0.5402202994263983,0.06912793708773704
77,Delivery,2010,M5A 3V3,-79.3640677,43.659697200000004,Downtown,Toronto,4812,0.4067522986234689,0.11088873522807334
78,Delivery,2010,M5B 1S1,-79.38157640000001,43.6587434,Downtown,Toronto,4512,0.5863586746982118,0.024253624821576145
79,Delivery,2010,M5B 2B7,-79.3746261,43.6562389,Downtown,Toronto,51990,0.5426793532376941,0.06368224577145991
80,Delivery,2010,M5B 2K6,-79.3740982,43.6554481,Downtown,Toronto,35130,0.4285499993358944,0.10016495017310374
81,Delivery,2010,M5C 1K6,-79.37550590000001,43.6508348,Downtown,Toronto,22882,0.4241373843053489,0.0896348975763732
82,Delivery,2010,M5C 2Z3,-79.3766496,43.653537,Downtown,Toronto,17506,0.24406286460351392,0.05453514856629769
83,Delivery,2010,M5J 1W9,-79.3857111,43.647044799999996,Downtown,Toronto,2710,0.6009384784335497,0.04784556528742574
84,Delivery,2010,M5R 2S7,-79.4047989,43.668328499999994,Midtown Toronto,Toronto,8482,0.5426636777337494,0.058157208246443985
85,Delivery,2010,M5R 3G7,-79.41394559999999,43.6712581,Midtown Toronto,Toronto,5275,0.49835631081149334,0.11800252137646881
86,Delivery,2010,M5S 1M4,-79.3938041,43.6688573,Midtown Toronto,Toronto,8508,0.4823627996348473,0.06935544044688936
87,Delivery,2010,M5S 2H1,-79.40092890000001,43.6584779,Downtown,Toronto,41300,0.4537356604992029,0.1510442807151552
88,Delivery,2010,M5S 2H4,-79.40233620000001,43.662168,Downtown,Toronto,4132,0.4597809896196994,0.13086393892845505
89,Delivery,2010,M5S 3A7,-79.4044251,43.66664420000001,Midtown Toronto,Toronto,12523,0.5233327704046539,0.058130516320319583
90,Delivery,2010,M5T 1A5,-79.4033037,43.6483934,Downtown,Toronto,7037,0.4388566610415699,0.19874898974169902
91,Delivery,2010,M5T 1C3,-79.3914291,43.6519548,Downtown,Toronto,17291,0.4948269723043076,0.11882202891573006
92,Delivery,2010,M5T 1E4,-79.4025121,43.6513597,Downtown,Toronto,160,0.0,0.0
93,Delivery,2010,M5T 1H6,-79.4013687,43.6520685,Downtown,Toronto,16534,0.49805344129003853,0.11295382477455124
94,Delivery,2010,M5T 2C7,-79.3967069,43.6506688,Downtown,Toronto,3905,0.3370477169959815,0.08384069933422686
95,Delivery,2010,M5T 2J6,-79.3989059,43.6513934,Downtown,Toronto,20384,0.4269868451575501,0.14298434739175153
96,Delivery,2010,M5T 2K7,-79.39952159999999,43.648855700000006,Downtown,Toronto,9425,0.5215286045834601,0.05966883239901143
97,Delivery,2010,M5T 2L9,-79.4031278,43.6566816,Downtown,Toronto,36743,0.46656947569688845,0.0574940592696598
98,Delivery,2010,M5T 2V9,-79.3983781,43.648971200000005,Downtown,Toronto,5452,0.2765239510702857,0.022204956950407775
99,Delivery,2010,M5V 3C6,-79.3886141,43.6460559,Downtown,Toronto,14738,0.7911813417017719,0.06389185195925408
100,Delivery,2010,M5V 3G9,-79.3987299,43.6470761,Downtown,Toronto,8279,0.4968996115403384,0.06435305238523055
101,Delivery,2010,M5V 3W8,-79.4026,43.6458064,Downtown,Toronto,9225,0.547186879033083,0.11523403625169581
102,Delivery,2010,M6A 2W9,-79.46581809999999,43.7141722,Yorkdale,Toronto,12304,0.4376314899517452,0.14869389246089826
103,Delivery,2010,M6A 3B4,-79.4475342,43.7172124,Lawrence Heights,Toronto,7296,0.4347249748132409,0.07028359666131155
104,Delivery,2010,M6B 2B1,-79.457204,43.706112899999994,Glen Park,Toronto,35999,0.4437956093878549,0.04688657684188517
105,Delivery,2010,M6B 3S7,-79.4529846,43.708979799999994,Glen Park,Toronto,2694,0.4406592461546022,0.060018124897017626
106,Delivery,2010,M6B 3T4,-79.4536878,43.7117117,Glen Park,Toronto,25947,0.3848523695401287,0.21153296880523598
107,Delivery,2010,M6C 1B2,-79.4263449,43.681382799999994,Midtown Toronto,Toronto,10881,0.5509260437614637,0.08059347923767264
108,Delivery,2010,M6C 2R5,-79.43970959999999,43.6918166,Midtown Toronto,Toronto,10335,0.47938972488519677,0.06235453535403634
109,Delivery,2010,M6E 2K3,-79.4557975,43.6947213,Eglinton West,Toronto,5078,0.28546053454752723,0.18919586096980887
110,Delivery,2010,M6E 2T5,-79.4622143,43.69717,Briar Hill - Belgravia,Toronto,12747,0.4986515496545072,0.10857398693773923
111,Delivery,2010,M6E 2V4,-79.437072,43.6822342,St. Clair West Village,Toronto,9445,0.49555144768323595,0.021514146105818015
112,Delivery,2010,M6E 3G9,-79.4456001,43.6958473,Oakwood Village,Toronto,18945,0.5304499282318648,0.11062522118440914
113,Delivery,2010,M6E 4X3,-79.46282959999999,43.6894471,Fairbank,Toronto,18739,0.5160290193596258,0.07798934243131517
114,Delivery,2010,M6G 1L1,-79.4154406,43.664059,Koreatown,Toronto,4435,0.333404972914464,0.02991596638655462
115,Delivery,2010,M6G 1M2,-79.4237948,43.6626885,Christie Pits,Toronto,9765,0.5482837417942343,0.10404889542395244
116,Delivery,2010,M6G 2L4,-79.41086750000001,43.662001200000006,Palmerston - Little Italy,Toronto,0,0.0,0.0
117,Delivery,2010,M6H 1L6,-79.4288069,43.6614507,Dovercourt Park,Toronto,19635,0.5131215634509351,0.10959350882127697
118,Delivery,2010,M6H 2G7,-79.433555,43.6740504,Davenport,Toronto,5574,0.3116858779979186,0.020423653293178842
119,Delivery,2010,M6H 2Y9,-79.4294225,43.657281899999994,Dufferin Grove,Toronto,21064,0.5620237996719475,0.060096163842726036
120,Delivery,2010,M6H 3H9,-79.433643,43.658565,Dufferin Grove,Toronto,7861,0.5614253829779792,0.0773364727540772
121,Delivery,2010,M6H 3Z5,-79.4456001,43.665609499999995,Wallace Emerson,Toronto,13065,0.44874383457737393,0.17733899189782026
122,Delivery,2010,M6H 4E1,-79.4298621,43.6618456,Dovercourt Park,Toronto,21170,0.5088029400338956,0.1153346254514362
123,Delivery,2010,M6J 1V2,-79.40770129999999,43.6517704,Trinity - Bellwoods,Toronto,51750,0.4794380623535544,0.14200366183269542
124,Delivery,2010,M6J 1W4,-79.41464909999999,43.650268700000005,Trinity - Bellwoods,Toronto,2852,0.4109533973806703,0.11557056732452471
125,Delivery,2010,M6J 3M7,-79.42388270000001,43.6428984,Little Portugal,Toronto,11148,0.581662451340286,0.053152183059393524
126,Delivery,2010,M6J 3P2,-79.4047989,43.6457893,Niagara,Toronto,3530,0.21703350941946895,0.0321176085022707
127,Delivery,2010,M6K 1C2,-79.437028,43.6368917,Parkdale,Toronto,26821,0.7434009991457768,0.09613767362189876
128,Delivery,2010,M6K 1G8,-79.4310931,43.6383786,Parkdale,Toronto,41383,0.46839556422650597,0.18023113779187766
129,Delivery,2010,M6K 1L2,-79.4293345,43.641923299999995,Parkdale,Toronto,3870,0.3238187571709658,0.04344600988675895
130,Delivery,2010,M6K 2N6,-79.4329396,43.6398116,Parkdale,Toronto,15087,0.49075658995216054,0.12318887646406154
131,Delivery,2010,M6K 3A5,-79.43878649999999,43.6362395,Parkdale,Toronto,16592,0.3890227394170786,0.08448769508288825
132,Delivery,2010,M6K 3B6,-79.4417318,43.638256899999995,Parkdale,Toronto,4944,0.5419299863368555,0.04246435309531809
133,Delivery,2010,M6L 1A8,-79.48234079999999,43.7065208,Brookhaven - Amesbury,Toronto,1705,0.15217868338557994,0.03075620084694495
134,Delivery,2010,M6L 2C7,-79.5065922,43.7161744,Maple Leaf,Toronto,4668,0.29046794352727306,0.08443631894612286
135,Delivery,2010,M6M 3E5,-79.4693338,43.70383220000001,Brookhaven - Amesbury,Toronto,710,0.704225352112676,0.08450704225352113
136,Delivery,2010,M6M 5E2,-79.4688065,43.692077000000005,Silverthorn,Toronto,22830,0.4607033162800868,0.16900864010940703
137,Delivery,2010,M6N 1B7,-79.4547427,43.670907799999995,Carleton Village,Toronto,7490,0.43950439242161327,0.08537967775982651
138,Delivery,2010,M6N 2H6,-79.4818135,43.678461999999996,Rockcliffe - Smythe,Toronto,0,0.0,0.0
139,Delivery,2010,M6R 1A3,-79.440413,43.6396917,Parkdale,Toronto,22042,0.5336348273980648,0.08186029399927446
140,Delivery,2010,M6R 1L3,-79.4497319,43.6454542,Sunnyside,Toronto,11605,0.4121101575041689,0.10041162760696108
141,Delivery,2010,M6R 3B5,-79.4518857,43.6545166,Roncesvalles Village,Toronto,4028,0.4765391949392254,0.06493297843238573
142,Delivery,2010,M8V 1C5,-79.48831640000002,43.6136464,Mimico,Toronto,11825,0.41980858863494436,0.09223243125487592
143,Delivery,2010,M8V 2Z5,-79.5032536,43.6027076,New Toronto,Toronto,10630,0.27185217808234596,0.1109883627643621
144,Delivery,2010,M8V 3B6,-79.506065,43.6020768,New Toronto,Toronto,3867,0.3767081194328727,0.12075470201811107
145,Delivery,2010,M8X 2W4,-79.52284399999999,43.6460005,Islington,Toronto,8523,0.40441857772458784,0.09759070036127222
146,Delivery,2010,M8Y 1A3,-79.4968397,43.618221000000005,Mimico,Toronto,420,0.0,0.0
147,Delivery,2010,M8Y 3J1,-79.4909525,43.62977120000001,Humber Bay,Toronto,8555,0.33711744032434443,0.21751837789897654
148,Delivery,2010,M8Z 1J5,-79.51502590000001,43.6173058,Mimico,Toronto,6574,0.5088243362516679,0.07309822790339167
149,Delivery,2010,M8Z 2E7,-79.5050986,43.6305615,The Queensway,Toronto,4600,1.0,0.0
150,Delivery,2010,M9B 2A8,-79.5566561,43.646818700000004,Eatonville,Toronto,35755,0.3973011591728528,0.12884126272213964
151,Delivery,2010,M9C 2Y3,-79.56859720000001,43.6446533,Etobicoke West Mall,Toronto,5595,0.31059936254058773,0.10382935385681481
152,Delivery,2010,M9L 2K6,-79.5710554,43.7584,Humber Summit,Toronto,5160,0.45966809059440134,0.17131129207535858
153,Delivery,2010,M9N 1V8,-79.5129176,43.698387100000005,Weston,Toronto,7290,0.23077388679273494,0.19453016314440952
154,Delivery,2010,M9N 1X2,-79.519506,43.7014412,Weston,Toronto,16281,0.48361252384966635,0.12910472894455674
155,Delivery,2010,M9N 3P5,-79.51590440000001,43.70058970000001,Weston,Toronto,4079,0.46167065576882993,0.0879426500948838
156,Delivery,2010,M9R 3H1,-79.5557781,43.6786251,Richview,Toronto,73,0.0,0.136986301369863
157,Delivery,2010,M9V 1P9,-79.5801855,43.737029799999995,Rexdale,Toronto,6726,0.24897458271080739,0.1538167504573477
158,Delivery,2010,M9V 2C9,-79.588788,43.7456681,Rexdale,Toronto,7801,0.3768995685859918,0.15568374888131198
159,Delivery,2010,M9V 3A9,-79.58334570000001,43.7447242,Rexdale,Toronto,5137,0.32854653742200884,0.15176442182129726
160,Delivery,2010,M9V 3M8,-79.58317009999999,43.735082399999996,Rexdale,Toronto,71900,0.4331255557883333,0.16182075484166275
161,Delivery,2010,M9V 4E3,-79.5812389,43.7460114,Rexdale,Toronto,6875,0.4622497545225679,0.1295978989229513
162,Delivery,2010,M9W 1G1,-79.5680704,43.7049546,Rexdale,Toronto,18190,0.3330041132583368,0.26064387174298326
163,Delivery,2010,M9W 2N9,-79.5471725,43.72895689999999,The Elms,Toronto,39329,0.37363770416804126,0.12527691423523651
164,Delivery,2011,L5G 4L8,-79.561661,43.5713346,Lakeview,Mississauga,23257,0.4927210759510181,0.1758059597693674
165,Delivery,2011,M1E 1W7,-79.1940008,43.7584566,West Hill,Toronto,126548,0.7809133632150633,0.08238844003285824
166,Delivery,2011,M1E 1X2,-79.1962927,43.7641476,West Hill,Toronto,13657,0.3744854674514203,0.1370508681458696
167,Delivery,2011,M1E 1Z9,-79.18994570000001,43.7647255,West Hill,Toronto,97220,0.44133520635292683,0.11331518585683036
168,Delivery,2011,M1E 2R9,-79.19585190000001,43.766545799999996,West Hill,Toronto,57770,0.4283114910008262,0.12321078800419291
169,Delivery,2011,M1E 2S1,-79.1945297,43.7672331,West Hill,Toronto,4755,0.4228711561403762,0.10432503399150103
170,Delivery,2011,M1E 2S2,-79.1931192,43.7665071,West Hill,Toronto,2880,0.0,0.0
171,Delivery,2011,M1G 1R2,-79.2111007,43.7626001,Woburn,Toronto,20542,0.39936097980141816,0.1696407700676888
172,Delivery,2011,M1H 3C3,-79.23225090000001,43.7767383,Woburn,Toronto,4543,0.35231748418652314,0.13744132623442967
173,Delivery,2011,M1H 3H7,-79.22379140000001,43.7561157,Woburn,Toronto,14580,0.3360741377177336,0.13361134016675383
174,Delivery,2011,M1K 1M2,-79.25762490000001,43.717889299999996,Kennedy Park,Toronto,29302,0.5792161376044863,0.101524286100892
175,Delivery,2011,M1K 2B5,-79.2666098,43.727474900000004,Scarborough Junction,Toronto,32569,0.514676198605829,0.08370771236411849
176,Delivery,2011,M1K 2N8,-79.2681072,43.73183529999999,Ionview,Toronto,29385,0.273828672535819,0.035686277363448676
177,Delivery,2011,M1K 3G2,-79.26220550000001,43.7266137,Scarborough Junction,Toronto,13392,0.5203333317624292,0.05738616313233103
178,Delivery,2011,M1K 4C9,-79.2567439,43.7283166,Kennedy Park,Toronto,7355,0.32130506813293136,0.04827432493786446
179,Delivery,2011,M1M 1P2,-79.2315459,43.7266657,Cliffcrest,Toronto,12674,0.09721122142419118,0.02333561288456482
180,Delivery,2011,M1M 3L7,-79.2327796,43.727227,Cliffcrest,Toronto,39680,0.40970303082326714,0.2437385765365361
181,Delivery,2011,M1M 3W1,-79.2318654,43.725373100000006,Cliffcrest,Toronto,39016,0.5929110748857137,0.11022204714859911
182,Delivery,2011,M1N 1Z9,-79.2719828,43.687777000000004,Birch Cliff,Toronto,81930,0.39293689279228106,0.13259242029755303
183,Delivery,2011,M1P 2T7,-79.2488152,43.7558292,Bendale,Toronto,5334,0.4937048482290451,0.07684299102365505
184,Delivery,2011,M1P 2T9,-79.25092959999999,43.7551421,Bendale,Toronto,35391,0.41425324419902326,0.11229551264039565
185,Delivery,2011,M1R 1H4,-79.30676740000001,43.7395589,Wexford - Maryvale,Toronto,11910,0.5599326825773544,0.16428317984859733
186,Delivery,2011,M1S 1T4,-79.27929300000001,43.784302600000004,Agincourt,Toronto,61595,0.3225185604130127,0.08896513251068715
187,Delivery,2011,M1T 2Z7,-79.304126,43.797736799999996,L'Amoreaux,Toronto,75015,0.41341779776470466,0.1222847803729124
188,Delivery,2011,M2J 3C1,-79.3488439,43.7785846,Don Valley Village,Toronto,12355,0.25693874973382524,0.20687848710024012
189,Delivery,2011,M2M 4G8,-79.4167597,43.781098799999995,Newtonbrook,Toronto,14215,0.31526237525640155,0.04724723429650112
190,Delivery,2011,M2N 0E3,-79.4147371,43.7727001,Willowdale,Toronto,5840,0.5456736160801658,0.09071894670573712
191,Delivery,2011,M2R 3J3,-79.44691879999999,43.781025299999996,Newtonbrook,Toronto,26900,0.47087914361590444,0.13091044332577448
192,Delivery,2011,M3A 1A3,-79.32472709999999,43.73799520000001,Victoria Village,Toronto,259330,0.5076556261144808,0.13050733769416634
193,Delivery,2011,M3C 2C3,-79.34849179999999,43.7320888,Don Mills,Toronto,80095,0.515657389256821,0.16020384020447012
194,Delivery,2011,M3C 3S4,-79.33617009999999,43.7149396,Flemingdon Park,Toronto,72708,0.4638337102238656,0.09205909170189232
195,Delivery,2011,M3J 3J5,-79.4757057,43.7676853,York University Heights,Toronto,134,0.3173076923076923,0.0
196,Delivery,2011,M3L 2L7,-79.4997392,43.7444183,Jane and Finch,Toronto,4820,0.4297948019650734,0.03524288602400265
197,Delivery,2011,M3N 1H6,-79.5180127,43.748181200000005,Jane and Finch,Toronto,31039,0.46225561735220566,0.1555591036348608
198,Delivery,2011,M3N 1H7,-79.5239859,43.7475487,Jane and Finch,Toronto,49465,0.35965304851593444,0.17452098428630855
199,Delivery,2011,M3N 1J4,-79.5129176,43.7487465,Jane and Finch,Toronto,36365,0.4047766728803918,0.1443771460226854
200,Delivery,2011,M3N 2K3,-79.5185398,43.765251899999996,Black Creek,Toronto,19235,0.21683800213080656,0.08860905779267947
201,Delivery,2011,M3N 2N6,-79.5144988,43.7626585,Jane and Finch,Toronto,120,0.0,0.0
202,Delivery,2011,M3N 2Y2,-79.5171342,43.7580179,Jane and Finch,Toronto,46787,0.3043185199709982,0.08053317088415608
203,Delivery,2011,M4C 1K3,-79.3097609,43.6866786,Woodbine - Lumsden,Toronto,10445,0.34661320196720063,0.10679606692815903
204,Delivery,2011,M4C 4C4,-79.3139869,43.6876696,Woodbine Heights,Toronto,17979,0.637175618861074,0.10665436768231286
205,Delivery,2011,M4C 4E1,-79.31504340000001,43.6916213,Woodbine Heights,Toronto,72695,0.6107528307637284,0.10071833835166567
206,Delivery,2011,M4J 1L2,-79.34180309999999,43.6793224,Riverdale,Toronto,96459,0.451015412274304,0.12182144726154981
207,Delivery,2011,M4J 1L4,-79.3425512,43.679281599999996,The Danforth,Toronto,15395,0.43667998832423927,0.10476176302091578
208,Delivery,2011,M4K 2B1,-79.3495479,43.686570399999994,Broadview North,Toronto,70305,0.5208078889185673,0.133651468044991
209,Delivery,2011,M4K 3W5,-79.3495479,43.690719200000004,Old East York,Toronto,23333,0.4907563921955613,0.10227437363358376
210,Delivery,2011,M4L 1Z1,-79.3255193,43.671640000000004,Leslieville,Toronto,17985,0.4972216225031743,0.1513526199100526
211,Delivery,2011,M4M 1J9,-79.3396028,43.660958,Leslieville,Toronto,19555,0.5194938011646444,0.06625915433112851
212,Delivery,2011,M4M 1X1,-79.3463797,43.6661164,Riverdale,Toronto,24065,0.32830170159800254,0.22816103724014447
213,Delivery,2011,M4M 2E9,-79.34989990000001,43.659924200000006,Riverside,Toronto,54125,0.6505777253615646,0.10042737370646736
214,Delivery,2011,M4M 2R9,-79.3396908,43.659557899999996,Leslieville,Toronto,5330,0.39660412656625565,0.048940315224389824
215,Delivery,2011,M4M 2V8,-79.33863459999999,43.663313099999996,Leslieville,Toronto,36,1.0,0.0
216,Delivery,2011,M4T 1C1,-79.3910772,43.6845359,Midtown Toronto,Toronto,18980,0.49252011188668965,0.06518972003328505
